,source_url,article_title,article_text,date,language
0,https://sosoir.lesoir.be/voici-ou-decouvrir-deux-des-plus-belles-grottes-ornees-deurope,Voici où découvrir deux des plus belles grottes ornées d'Europe,"Les passionnés d'histoire et de sites préhistoriques le savent: les véritables grottes ornées sont rarement ouvertes au public en Europe. Mais certaines, comme celles des sites préhistoriques de Rouffignac et du Pech Merle, situées dans le Périgord et le Lot restent accessibles. On vous emmène à la découverte de ces lieux.Lorsque l'on pense aux grottes ornées, il nous vient directement à l’esprit des sites tels que Chauvet, Altamira ou bien-sûr, Lascaux, le plus célèbre d'entre elles. Ces endroits possèdent certaines des plus belles peintures rupestres au monde. Cependant, ils ne sont pas accessibles au public afin de préserver les œuvres qui s’y trouvent. Heureusement, il existe des répliques très bien reproduites, même si beaucoup estiment qu’une partie du charme se perd.Ce qu’un grand nombre ignore, c’est qu’il reste de magnifiques grottes ornées encore ouvertes aux visiteurs, dont la splendeur est presque équivalente à celles précédemment citées. Nous allons vous en présenter deux d’entre-elles : Rouffignac et Pech Merle, des sites sensationnels qui n’ont rien à envier à Chauvet ou Lascaux.Rouffignac se trouve dans le Périgord, dans le département de la Dordogne. Elle est l’une des plus vastes grottes ornées d’Europe, les visites guidées s’y déroulent dans un train qui circule à l’intérieur du site. Elle possède 250 dessins et gravures rupestres datant du paléolithique supérieur, c’est-à-dire d’il y a 13 000 ans. Il est possible d'y observer de sublimes dessins gravés en noirs, tous réalisés de la main de l’homme. De nombreux animaux sont représentés : des bisons, rhinocéros, bouquetins et surtout des mammouths, qui sont sans aucun doute les œuvres les plus marquantes du site.On peut également voir des traces de griffes d’ours des cavernes sur les parois, ainsi que des graffitis fait par l’homme, qui ne sont pas des peintures rupestres, mais des écrits et signatures réalisées par les personnes qui étaient passées dans la grotte, avant que celle-ci soit authentifiée et protégée. Si vous souhaitez vous imprégner des lieux un maximum, la visite guidée est très bien faite, les explications sont claires et détaillées et on a l’occasion de très bien voir les œuvres.En vidéo, quelles sont les villes de France les plus ensoleillées ?Ce site brille par sa richesse et par la variété des œuvres qu’on peut y trouver. La grotte possède 7 salles visitables et 700 dessins, peintures et gravures, datant d’il y a 29 000 ans, les œuvres sont donc nettement plus anciennes qu’à Rouffignac. Un grand nombre d’espèces différentes ornent les parois, tels que des ours, bisons, mammouths, félins, poissons, bouquetins, aurochs, chevaux et même des animaux imaginaires.Ce n’est pas tout, on peut voir aussi douze traces de pas humains fossilisées, des griffures d’ours des cavernes, ainsi que des outils de silex. Ce site impressionne également car les peintures sont très colorées, beaucoup de teints différents et de techniques de dessins ont été utilisées. On peut retrouver différents panneaux notables dans cette grotte, tel que « Les chevaux ponctués », « Les hiéroglyphes », « Les femmes bisons », « L’homme blessé » mais le plus frappant est évidemment « La frise noire » qu’on nomme également « La chapelle des mammouths ».Sur ce panneau, on peut notamment observer des mammouths, des bisons et des aurochs, tous regroupés en spirale autour d’un grand cheval. Ces œuvres ont probablement toutes été réalisées par le même artiste. La visite guidée, même si elle a une durée de temps limitée afin de préserver les peintures, est également excellente, claire et riche en explications. Vous l’aurez compris, si vous voyagez au Périgord et ou dans le Lot, vous ne pouvez pas passer à côté de ces deux lieux. Les œuvres qu’on peut y voir sont magnifiques, beaucoup sont très émus par ces sites car ils sont un vrai témoignage de nos ancêtres.Ne manquez plus aucune actualité lifestyle sur sosoir.lesoir.be et abonnez-vous dès maintenant à nos newsletters thématiques en cliquant ici.",2023-08-03T5:37:32Z,fr
1,https://www.lesoir.be/529258/article/2023-08-03/inculpation-de-trump-il-denonce-une-instrumentalisation-sans-precedent-de-la,Inculpation de Trump : il dénonce une « instrumentalisation sans précédent de la justice »,"L’ancien président américain Donald Trump, qui doit comparaître jeudi soir devant la justice à Washington, dénonce « l’instrumentalisation sans précédent de la justice » à son égard. Il écrit cela sur la plateforme Truth Social.Le républicain a accusé son rival démocrate Joe Biden d’être à l’origine de ce nouveau procès. « Les démocrates ne veulent pas faire campagne contre moi, sinon ils n’auraient pas recours à cette manipulation sans précédent du système judiciaire », a écritTrump.Donald Trump a été inculpé mardi dans le cadre de l’enquête sur les tentatives d’influence sur l’élection présidentielle de 2020. Cette inculpation est le résultat d’une vaste enquête menée par le procureur spécial Jack Smith sur les événements survenus après l’élection de 2020 et la prise d’assaut du Capitole le 6 janvier 2021.À lire aussi L’interminable bras de fer entre Trump et la justice en six questions",2023-08-03T16:22:03+02:00,fr
2,https://www.lesoir.be/529254/article/2023-08-03/anvers-trois-hommes-surpris-en-train-de-jeter-de-la-drogue-par-dessus-le-mur,Anvers : trois hommes surpris en train de jeter de la drogue par-dessus le mur d’une prison,"A Anvers, la police a surpris trois hommes en train de jeter de la drogue par-dessus le mur de la prison dans la Begijnenstraat. Une partie de la drogue a pu être récupérée et une perquisition à domicile a également permis de découvrir des stupéfiants.Mercredi, une équipe de quartier de la police d’Anvers a vu un homme jeter deux paquets par-dessus le mur de la prison. L’un des paquets a été retrouvé quelques instants plus tard et contenait 133 grammes de cannabis, 9 grammes de cocaïne, deux pots de colle liquide et des amphétamines. La police a pu arrêter l’auteur de l’infraction après une brève course-poursuite.A peine 10 minutes plus tard, un événement similaire s’est produit dans un parking situé à l’arrière de la prison, dans la rue Nationale. La même équipe de police a vu un homme accompagné d’un complice jeter quelque chose par-dessus le mur. Rien n’a été trouvé, mais l’homme avait une petite quantité de cocaïne dans sa poche. Son compagnon avait également de la cocaïne sur lui. Les deux ont été arrêtés. Une perquisition a également eu lieu au domicile de l’un des suspects, où la police a trouvé sept autres sachets de cocaïne et confisqué des vêtements de marque de grande valeur.",2023-08-03T16:07:14+02:00,fr
3,https://www.lesoir.be/529252/article/2023-08-03/je-ne-leur-pardonnerai-jamais-herman-de-croo-toujours-en-colere-contre-la,« Je ne leur pardonnerai jamais » : Herman de Croo toujours en colère contre la Chambre,"Suite de l’affaire des « surpensions » et indemnités complémentaires de pension accordées à des anciens présidents, des hauts fonctionnaires et des députés de la Chambre. La justice vient de trancher en faveur de deux anciens fonctionnaires qui contestaient la diminution de leurs allocations. Cette décision n’est pas étonnante. Comme rapporté par nos confrères de Sud Info, il sera extrêmement difficile pour le Parlement de récupérer le « trop-perçu ».Herman de Croo cité à plusieurs reprises dans ce dossier a, quant à lui, remboursé. D’autres noms bien connus de la vie politique belge n’ont jamais remboursé. Parmi eux, Charles-Ferdinand Nothomb (décédé entretemps), Siegfried Bracke ou encore Raymond Langendries.Dès que la polémique avait éclaté, Herman de Croo avait surpris tout le monde en reversant rapidement 210.000€. Ce remboursement ne signifie pour autant pas la moindre faute de sa part dans ce dossier. Dans une interview consacrée à Sud Info jeudi, il clame toujours son innocence. « Je rappelle que je n’ai en aucune manière été impliqué dans l’attribution de cette indemnité. C’est le Collège de Questeurs qui a pris ces décisions en 1998 et 2003 ».Il continue et affirme qu’il a trop remboursé. « Quand j’ai décidé de rembourser, je l’ai fait avec la certitude que je n’avais rien fait de mal. J’ai une carrière politique de 65 ans, une présence de 51 ans à la Chambre. Il n’y a pas une ligne pendant tout ce temps qui évoquerait quelque chose que j’aurais à me reprocher, sur le plan financier ou autre. Ai-je remboursé trop vite ? Je l’ai fait sous le coup du choc et de ma colère et j’ai certainement remboursé beaucoup trop ». « Je ne leur pardonnerai jamais » conclut-il en parlant de la Chambre.À lire aussi Pensions à la Chambre: Herman de Croo fait don des suppléments reçus à la Fondation contre le CancerÀ lire aussi Pensions à la Chambre: Herman De Croo a remboursé l’intégralité de son indemnité de départ",2023-08-03T15:55:06+02:00,fr
4,https://www.lesoir.be/529248/article/2023-08-03/la-reine-paola-et-le-ministre-italien-antonio-tajani-rassembles-au-bois-du,"La reine Paola et le ministre italien Antonio Tajani rassemblés au Bois du Cazier, le 8 août","Les commémorations de la catastrophe du Bois du Cazier à Marcinelle (Charleroi) seront marquées le 8 août prochain par la présence du vice-président du conseil italien des ministres, celle de la reine Paola ainsi que par le survol du site par deux avions de chasse de l’Aéronautique militaire italienne, a annoncé jeudi l’ambassadrice d’Italie en Belgique, Federica Favi.Le vice-président du conseil italien des ministres et ministre des Affaires étrangères, Antonio Tajani, s’est déjà rendu à plusieurs reprises au Bois du Cazier, notamment lorsqu’il était commissaire européen. Il entretient une « sensibilité tout à fait particulière pour le site et pour les commémorations qui ont une portée majeure pour les peuples italien et belge », a indiqué Federica Favi.Antonio Tajani a souhaité associer l’Aéronautique militaire italienne, qui fête cette année son centième anniversaire, aux commémorations du 8 août. Il désire par ce biais rendre hommage aux différentes victimes de la catastrophe, principalement aux nombreux Italiens vivant en Belgique. Selon l’ambassadrice italienne, le ministre veut également saluer la famille royale belge et la reine Paola en particulier à travers la figure de son père, le prince Fulco Ruffo di Calabria.Ce dernier « a fait partie de l’Aéronautique militaire italienne et fut un héros durant la Première Guerre mondiale », a affirmé Federica Favi.À lire aussi Bois du Cazier: deux victimes de la catastrophe identifiées« La présence conjuguée de la Reine et du ministre italien des Affaires étrangères ainsi que l’organisation du survol rendent ces commémorations 2023 tout à fait particulières », a ajouté Colette Ista, la directrice du Bois du Cazier. Le Palais royal a ajouté que les princes Aymeric et Nicolas, enfants du prince Laurent et de la princesse Claire, seront également présents lors de ces commémorations.Le 8 août 1956, 262 mineurs de 11 nationalités différentes ont perdu la vie lors de la catastrophe du Bois du Cazier. Parmi eux figuraient 136 Italiens.",2023-08-03T15:44:22+02:00,fr
5,https://www.lesoir.be/529241/article/2023-08-03/un-bebe-abandonne-dans-une-poussette-la-police-lance-un-avis-de-recherche,Un bébé abandonné dans une poussette : la police lance un avis de recherche,"Le samedi 29 juillet 2023 vers 16h50, une femme a abandonné un nourrisson dans une poussette grise à l’intérieur du salon lavoir situé rue de la Clinique à Anderlecht, indique la Police fédérale dans un avis de recherche.La femme est entrée dans la laverie avec une poussette et après quelques instants, elle s’est encourue en direction de la rue Brogniez. Elle était vêtue d’un sweat blanc et d’un short noir.Le nourrisson a été retrouvé à l’intérieur de la laverie. Il s’agit d’une fillette âgée d’environ 3 mois. Elle a le teint mat, de grands yeux foncés et les cheveux bouclés. Elle était vêtue d’un pull blanc.Les enquêteurs invitent les personnes qui ont des informations sur les faits à prendre contact avec eux par courriel via l’adresse avisderecherche@police.belgium.eu, ou par téléphone au numéro gratuit 0800/30.300.",2023-08-03T15:33:05+02:00,fr
6,http://soirmag.lesoir.be/529239/article/2023-08-03/johnny-hallyday-chante-des-generiques-grace-une-intelligence-artificielle-videos,Johnny Hallyday chante des génériques grâce à une intelligence artificielle (vidéos),"Les internautes se sont amusés à mixer la voix du chanteur avec leurs animes favoris.L’intelligence artificielle n’a pas fini de faire parler d’elle. Grâce à elle, les internautes ont utilisé la voix de Johnny Hallyday pour qu’il interprète des génériques d’animes (dessins animés issus de manga, Ndlr).Dragon Ball, Pokemon ou encore One Piece, la voix du chanteur est mixée avec plusieurs animés à succès. Et le résultat est bluffant.À lire aussi : Les révélations de l’ancien chauffeur de Johnny Hallyday sur Laeticia",2023-08-03T15:28:18+02:00,fr
7,https://www.lesoir.be/529235/article/2023-08-03/bagarre-mortelle-au-chapiteau-de-peronnes-la-police-lance-un-avis-de-recherche,Bagarre mortelle au chapiteau de Péronnes : la police lance un avis de recherche (photos),"La police a lancé jeudi un appel à témoins dans le cadre de la rixe mortelle entre deux bandes rivales qui a éclaté à Péronnes-lez-Antoing la nuit du 14 au 15 juillet.Lors d’une fête sous chapiteau, un homme a été frappé à coups de marteau par plusieurs individus et un autre est décédé après avoir été percuté par un véhicule. L’enquête s’est rapidement dirigée vers un règlement de comptes entre deux bandes rivales dans le milieu des motards.Le 27 juillet, une perquisition avait été menée dans un local des Hell’s Angels à Leuze-en-Hainaut et quatre personnes avaient été privées de liberté. Mardi, la chambre du conseil de Tournai a rendu une ordonnance libérant un des quatre motards inculpés d’assassinat et de tentative d’assassinat, mais le parquet a fait appel. Le dossier est donc renvoyé provisoirement devant la chambre des mises en accusation à Mons.A la requête du juge d’instruction à Tournai, la police recherche des personnes qui possèdent des photographies ou des vidéos prises lors de la soirée. Elle décrit également six personnes présentes lors des faits : le premier avec des courts cheveux foncés, une barbe, un short et un débardeur noirs ; le deuxième avec le crâne rasé, un jeans bleu, un t-shirt gris clair et un bracelet jaune au poignet gauche ; le troisième, masqué, avec un bermuda clair et un t-shirt jaune ; le quatrième, masqué, avec un pantalon foncé, une veste en cuir et une casquette noires ; le cinquième avec une veste foncée et une casquette bordeaux ; et le sixième avec le crâne rasé et un t-shirt vert à longues manches.Les enquêteurs invitent les personnes qui reconnaissent ces individus, possèdent des images ou des informations sur les faits à prendre contact avec eux par courriel via l’adresse avisderecherche@police.belgium.eu, ou par téléphone au numéro gratuit 0800/30.300.",2023-08-03T15:18:58+02:00,fr
8,https://www.lesoir.be/529233/article/2023-08-03/coup-detat-au-niger-70-belges-et-ayants-droit-evacues,Coup d’Etat au Niger : 70 Belges et ayants droit évacués,"Environ 70 Belges et leurs proches qui voulaient quitter le Niger ont été évacués à bord d’avions français. C’est ce qu’a indiqué la ministre des Affaires étrangères, Hadja Lahbib, jeudi après-midi.La France a commencé à évacuer ses compatriotes et ses ayants droit du Niger en début de semaine. Ce pays d’Afrique de l’Ouest est en proie à des troubles depuis qu’il a été victime d’un coup d’État militaire la semaine dernière. Paris a annoncé qu’elle était prête à inclure d’autres Européens dans l’opération.Les Belges et leurs proches qui avaient indiqué vouloir quitter le pays ont donc pu rejoindre les avions français. Ils sont environ 70 à ce jour, a indiqué la ministre des Affaires étrangères Hadja Lahbib via X, l’ancien Twitter.L’opération d’évacuation de la France est désormais terminée, a annoncé jeudi matin le ministère français des Affaires étrangères. Selon le ministre de la défense Sébastien Lecornu, 1.079 personnes ont été évacuées du Niger, dont 577 Français.À lire aussi Après le coup d’Etat au Niger, la déconvenue françaiseLa Belgique reste « mobilisée », a déclaré Hadja Lahbib, ainsi que les partenaires européens et internationaux. « La coopération internationale montre une fois de plus son importance », a-t-elle tweeté.À lire aussi Coup d’Etat au Niger : 18 Belges ont quitté le Niger",2023-08-03T15:05:40+02:00,fr
9,https://www.lesoir.be/529231/article/2023-08-03/detresse-extreme-dans-les-refuges-animaliers-linsoluble-casse-tete,Détresse extrême dans les refuges animaliers : l’insoluble casse-tête,"Aboiements sous pluie battante annoncent notre arrivée à la Société Royale Protectrice des Animaux (SRPA) de Liège. À deux pas du Terril Piron, surplombant La Meuse, des centaines de chiens et chats attendent avec impatience un nouveau foyer. Le personnel croule sous un travail devenu fardeau. Le nombre d’abandons augmente et les adoptions diminuent. « C’est une surcharge importante pour nous » explique Fabrice Renard, responsable du service Inspections de la SRPA liégeoise. « Le travail est pénible ».",2023-08-03T14:58:55+02:00,fr
