,source_url,article_title,article_text,published_date
0,https://datanews.levif.be/actualite/innovation/ai-robotique/comment-lia-generative-contribue-a-lamelioration-de-la-cybersecurite-et-de-la-vigilance/,Comment l’IA générative contribue à l’amélioration de la cybersécurité et de la vigilance,"Comme pour de nombreuses innovations technologiques, l’application de l’IA comporte des risques. Des figures influentes du secteur ont déjà appelé à une pause dans le développement de l’outil. Dans un monde parfait, la pause serait accordée par tous les développeurs, mais la concurrence rend cette pause impossible. Les entreprises qui n’ont pas encore pris en compte cette menace croissante sont en train de prendre beaucoup de retard. Alors que les esprits se focalisent sur ChatGPT, il est important de reconnaître qu’il ne s’agit que de l’un des nombreux outils d’IA générative disponibles. Compte tenu des nombreuses évaluations des risques menées à intervalles réguliers dans le paysage actuel des menaces, les entreprises – petites et grandes – seraient bien inspirés de bannir les outils d’IA générative pour l’instant. Du moins en attendant des évaluations continues et approfondies des risques. Le développement de l’IA présente des risques. Pour la société, mais aussi pour les créateurs de l’IA. Prenons l’exemple du départ de Geoffrey Hinton chez Google. Ce départ fait suite aux avertissements selon lesquels l’IA ne dispose pas de suffisamment de garde-fous pour être utilisée en toute sécurité. La diffusion de fake news augmente considérablement avec la démocratisation des outils d’IA et constitue une source d’inquiétude. L’outil AI Text Classifier peut aider à détecter les textes d’IA, mais il ne peut pas encore résoudre le problème. La sécurité autour des GPT est encore limitée. Par ailleurs, les outils d’IA générative devraient accroître la crédibilité des courriels d’hameçonnage, ce qui pèsera sur la lutte contre les attaques par ingénierie sociale. Il est essentiel d’améliorer la formation et d’accroître la sensibilisation à la cybersécurité. Lorsque l’IA reproduit des textes humains et passe inaperçue, elle crée un tout nouveau niveau de risque en matière de cybersécurité. D’autant plus que les gens sont facilement influençables et n’hésitent pas à faire confiance à un courriel qui semble sûr. Des recherches ont montré que l’honnêteté et l’empathie étaient les deux compétences non techniques les moins présentes. Cela est dangereux étant donné la nature des personnes impliquées dans la conception, l’exploitation et la sécurité des systèmes IT. En outre, 43 % des personnes interrogées ont indiqué que la cybercriminalité n’était pas suffisamment signalée, bien que les entreprises soient tenues de le faire. Cette situation est préoccupante car la plupart des professions IT ont mis en place des codes de conduite. Cette constatation, associée à une multitude de préoccupations éthiques, suscite le pessimisme quant à la transparence autour de l’IA, qui plus est si les algorithmes ont une influence négative. Mais l’essor de l’IA générative a heureusement aussi un côté positif. La protection de la vie privée et l’équité sont au cœur des discussions sur l’IA. Les préjugés ne pourront probablement jamais être atténués. C’est un risque, surtout si l’on considère que les modèles d’IA sont aussi bons que les données fournies lors de leur élaboration, et qu’ils sont susceptibles d’attirer l’attention d’acteurs mal intentionnés. La confiance dans le numérique, une évolution de la transformation numérique et une priorité contemporaine, est essentielle lorsqu’il s’agit d’IA. Les développements récents ne font que rendre la confiance dans le numérique un objectif difficile à accomplir. En effet, l’IA n’est pas intouchable. Le manque de transparence dans le développement, l’utilisation et la protection des technologies engendre des problèmes conséquents. Cela va de problèmes opérationnels aux dommages irréparables causés à la marque. Les consommateurs sont généralement contraints de renoncer à leur vie privée en échange de l’accès aux services. S’ils ne le font pas, l’accès leur est refusé en raison de la législation relative aux pratiques commerciales qui profitent des personnes non averties ou mal informées. Les organisations doivent engager rapidement une conversation avec leurs employés sur les opportunités et les risques de l’IA. Il est urgent de réfléchir à la manière de prévenir les abus et les stéréotypes, mais aussi à la façon dont l’IA générative, une fois la sécurité optimisée, peut contribuer à résoudre des problématiques professionnelles, telles que l’ingénierie sociale, et à redéfinir le travail. Ce n’est qu’à cette condition que vous sensibiliserez à l’IA générative et que vous éviterez des dommages inutiles à l’entreprise et aux employés.",2023-08-04
1,https://datanews.levif.be/actualite/entreprises/finances/le-specialiste-de-lapprentissage-base-sur-le-jeu-play-it-leve-12-million-deuros/,"Le spécialiste de l’apprentissage basé sur le jeu Play It lève 1,2 million d’euros","Play It, fondée en 2017, est solidement ancrée dans son pays d’origine, la Belgique, mais aussi aux Pays-Bas, en France, en Autriche et en Roumanie. 1,2 million d’euros viennent donc d’être investis dans l’entreprise par Trustcapital, Steven Buyse, Arne Vandendriessche et par les fondateurs d’origine Brecht Kets et Mike Ptacek. Il convient d’ajouter que tous ces acteurs rachètent l’ensemble des actions appartenant à DAE Studios et Bluehealth Innovation, lesquels en avaient terminé avec leurs rôles d’incubateurs et d’investisseurs initiaux. Avec le nouveau capital, Play It entend se focaliser sur trois domaines: la cybersécurité et le GDPR, la protection et la prévention, ainsi que Play It Creator, la toute récente application de Play It permettant aux entreprises de créer elles-mêmes leurs formations et scénarios et de les personnaliser complètement. Pensez à un avatar et à des tenues de travail identifiables, à une gamme d’apprentissage adaptée à différents profils, ainsi qu’à une représentation en 3D du lieu de travail.",2023-08-04
2,https://datanews.levif.be/actualite/securite/confidentialite/google-offre-aux-utilisateurs-plus-de-controle-sur-les-photos-explicites-et-dautres-donnees-privees/,Google offre aux utilisateurs plus de contrôle sur les photos explicites et d’autres données privées,"Google annonce en outre le déploiement mondial de SafeSearch. Grâce à cet ensemble de paramètres, les utilisateurs pourront à partir de ce mois-ci faire brouiller des résultats de recherche, s’ils contiennent des images choquantes, comme de la violence, des victimes d’accidents ou des photos pornographiques. Toute personne ne souhaitant pas bénéficier de cette protection, pourra désactiver cette fonctionnalité à tout moment. Les parents ou les gestionnaires de réseaux scolaires pourront aussi empêcher que des enfants ou des jeunes désactivent cette mesure de protection. Une autre fonctionnalité qui sera lancée ces prochains jours par Google, consiste en la configuration d’un avertissement, si des données de contact personnelles vous concernant apparaissent quelque part en ligne, comme votre numéro de téléphone, votre adresse personnelle ou votre adresse e-mail. Dans un tel cas, les utilisateurs pourront ensuite soumettre rapidement une requête pour que Google fasse disparaître ces données. Provisoirement, cette application ne sera cependant disponible qu’aux Etats-Unis.",2023-08-04
3,https://datanews.levif.be/actualite/securite/cybercrime/des-instances-publiques-norvegiennes-sous-le-feu-dune-cyberattaque-4-mois-durant/,Des instances publiques norvégiennes sous le feu d’une cyberattaque 4 mois durant,"Ivanti a sorti les 23 et 28 juillet les correctifs requis pour les failles. Entre-temps, un avis conjoint sur la cybersécurité a également été émis.",2023-08-04
4,https://datanews.levif.be/actualite/securite/cybercrime/selon-microsoft-des-hackers-detat-russes-sont-a-lorigine-de-dizaines-dattaques-de-teams-phishing/,"Selon Microsoft, des hackers d’Etat russes sont à l’origine de dizaines d’attaques de Teams-phishing","Les pirates ont créé des domaines et des comptes à l’aspect d’un support technique et ont ensuite tenté d’attirer des utilisateurs de Teams dans des chats en les invitant à faire agréer leur multifactor authentication (MFA), selon les chercheurs. Chez Microsoft, on déclare qu’on a entre-temps entamé une enquête approfondie. Midnight Blizzard est en train de lancer de manière très active des cyberattaques ciblées depuis à coup sûr 2018 déjà.",2023-08-04
5,https://datanews.levif.be/actualite/innovation/ai-robotique/lecole-ass-de-lift-lance-un-atelier-de-formation-a-lia/,L’école ASS De Lift lance un atelier de formation à l’IA,"Désormais, l’institution va un pas plus loin avec la création de Detail VZW, une ASBL qui embauche des personnes atteintes d’un trouble du spectre autistique pour leur confier des tâches liées à l’annotation et à l’étiquetage d’images. L’organisation s’inscrit ainsi dans le prolongement du travail entamé voici 15 ans déjà par Passwerk. Précisons d’ailleurs que Dirk Rombaut de Passwerk siège au conseil d’administration de Detail. «Bon nombre de nos élèves se concentrent sur le visuel, alors que Passwerk s’attache plutôt à développer la pensée analytique. Dans cette optique, nous collaborons pour l’instant avec VITO [l’institut flamand pour la recherche technologique, NDLR] et d’autres entreprises», précise Bert Beelen, président du conseil d’administration de De Lift Education et de Detail. La nécessité d’un environnement adapté est bien présente, souligne Annemie Willekens, directrice de De Lift et par ailleurs administratrice de Detail. «Il s’agit d’une niche sur le marché de l’emploi. De nombreuses organisations proposent du support et du coaching, mais il s’agit bien souvent d’entreprises proposant du travail sur mesure collectif, certes répétitif, mais surtout manuel et pas lié à l’informatique. En général, il ne s’agit pas du meilleur endroit pour nos jeunes dans la mesure où il n’y a pas d’offre sur mesure notamment ou que des pauses collectives sont proposées, ce qui ne convient pas à notre groupe cible.» L’annotation et l’étiquetage permettent de combiner les qualités des collaborateurs souffrant d’autisme, et notamment un soin particulier pour le détail et la concentration sur des tâches très répétitives, avec les besoins de certaines entreprises. C’est ainsi que pour VITO, Detail a analysé des images de drones pour identifier les poires des vergers sur les photos. Ces indications ont permis d’entraîner l’IA à reconnaître automatiquement les poires. Et pour une société comme Adesa, spécialisée dans la vente de voitures d’occasion, plus de 15.000 photos ont été étudiées afin d’identifier l’avant et l’arrière de chaque véhicule ainsi que sa marque. Aujourd’hui, Detail se lance avec 3 collaborateurs, l’ambition étant d’employer 20 personnes atteintes d’un trouble du spectre autistique d’ici 3 ans. Detail ne se limite d’ailleurs pas aux anciens étudiants de De Lift, mais accueille également des personnes extérieures. Toute entreprise intéressée par une collaboration avec Detail peut se rendre sur www.oogvoordetail.be.",2023-08-04
6,https://datanews.levif.be/actualite/telecoms/test-oneplus-nord-3-5g-des-fonctionnalites-flagships-pour-un-prix-reduit/,Test: OnePlus Nord 3 5G – Des fonctionnalités flagships pour un prix réduit,"Prix conseillé - 449 / 549 euros Dans cette gamme de prix, difficile de faire mieux, à condition bien sûr que votre téléphone reste en un seul morceau lorsqu’il tombe par terre. Même si, finalement, c’est souvent une question de chance. Récemment, le dos en verre de l’un de nos téléphones flagships s’est retrouvé traversé de profondes craquelures après une première chute (impressionnante), alors que l’appareil portait une coque… Véridique ! D’ailleurs, force est de constater que le Nord 3 5G doit aussi son aspect haut de gamme à ses similitudes avec l’iPhone 14. Observez bien les contours, le cadre de la même couleur que le dos, le fin bouton sur le côté… Une autre caractéristique haut de gamme de cet appareil Android est l’Alert Slider sur le côté droit, un curseur pratique qui permet de basculer rapidement entre le mode silencieux, le mode vibreur et la sonnerie. Absent des appareils OnePlus depuis un moment, il a récemment fait son retour, à la demande générale, sur le flagship OnePlus 11 et se retrouve donc désormais aussi sur ce Nord 3. Sur la partie supérieure de l’appareil, on distingue également un capteur infrarouge. Combiné à l’application IR Remote, il permet également d’utiliser ce smartphone comme une télécommande supplémentaire pour votre télévision, votre projecteur, votre lecteur DVD ou tout autre appareil approprié. Nous avons pu ajouter facilement notre télévision Samsung et notre décodeur Apple TV. Un petit plus appréciable que l’on attendrait plutôt d’un smartphone plus haut de gamme. Lire aussi : Test: Oneplus Pad L’appareil est alimenté par une puce MediaTek Dimensity 9000, que l’on retrouve également dans la OnePlus Pad (tablette) que nous avons récemment testée. Par rapport au Nord 2T 5G, la puce Dimensity, équipée d’un processeur octa-core de 3,05 GHz, offre une amélioration de plus de 40 % des performances du processeur et une augmentation de 58,6 % des performances du GPU (autrement dit, des graphismes de meilleure qualité et plus rapides), selon le fabricant. Une prouesse rendue possible par une Arm Mali G710 MC10, pour les plus curieux. OnePlus affirme que les performances de la puce se situent entre celles de la plateforme mobile Snapdragon 8 Génération 1 et Génération 2. En pratique, le Nord 3 est très fluide à tous points de vue. Notons que l’appareil que nous avons testé était équipé d’une mémoire de travail de 16 Go, une première sur un téléphone Nord. Le modèle d’entrée de gamme, 100 euros moins cher (449 euros), doit se contenter de 8 Go de mémoire vive et d’une capacité de stockage réduite de moitié : 128 Go contre 256 Go. L’impression de vitesse est également liée à l’écran de 6,74 pouces, qui offre un taux de rafraîchissement maximal de 120 Hz (contre « seulement » 90 Hz sur le Nord 2T). Pour les applications moins exigeantes, le téléphone repasse à 40 Hz grâce à un algorithme spécial. Cela permet d’augmenter l’autonomie de la batterie. Pour l’écran, OnePlus a d’ailleurs opté pour un écran Super Fluid AMOLED avec une résolution de 2 772 x 1 240 pixels, une densité de 450 pixels par pouce et la prise en charge de la norme HDR10+. Aujourd’hui, la plupart des (batteries de) smartphones tiennent facilement toute une journée. Un élément sur lequel les appareils peuvent encore faire la différence est la vitesse à laquelle se recharge la batterie. OnePlus n’a résolument pas lésiné sur ce point avec le Nord 3. L’appareil est donc accompagné d’un chargeur rapide de 80 W qui peut recharger la batterie de 5 000 mAh de 1 à 60 % en seulement 15 minutes. La recharge complète de la batterie, de 1 à 100 %, ne prend par ailleurs que 32 minutes. OnePlus affirme également que les utilisateurs peuvent recharger complètement la batterie de cet appareil jusqu’à 1 600 fois sans affecter l’autonomie. Les performances commenceront ensuite à se détériorer mais, en pratique, cela représente quatre ans de recharge/décharge quotidienne. Également bon à savoir : acheté séparément, le chargeur rapide 80 W coûterait environ 50 euros. Cela montre une fois de plus que le OnePlus Nord 3 offre un excellent rapport qualité-prix. En ce qui concerne les caméras, cet appareil fait encore un sans-faute. En effet, le capteur principal intègre la même puce Sony IMX890, d’une capacité de 50 mégapixels, que le OnePlus 11 5G, actuellement l’appareil flagship de la marque. La stabilisation optique de l’image de ce smartphone a également été intégralement reprise. Nous n’avions plus le OnePlus 11 lors du test, mais nous avons pu comparer les clichés avec ceux d’un 10T. On remarque immédiatement que le Nord 3 prend des photos mieux éclairées (et donc plus claires) dans des conditions plus sombres, sans interférences gênantes. De plus, lorsqu’il fait très sombre, TurboRAW, un algorithme développé par OnePlus, passe à l’action. En gros, l’appareil photo prend plusieurs photos à intervalles rapides, sous différents éclairages. TurboRAW combine ensuite les meilleurs éléments de ces images en un seul cliché, qui est donc plus clair qu’un cliché traditionnel. Mais ce qui manque au Nord 3 par rapport au OnePlus 11, par exemple, ce sont des filtres Hasselblad, le fabricant d’appareils photos reflex légendaires, et souvent très chers, comme les Hasselblad 500C et 1600F. Il s’agit de configurations de l’appareil photo et de calibrages des couleurs pointus afin que les photos, en particulier les portraits, offrent un résultat plus professionnel. Qui souhaite obtenir des résultats similaires sur le Nord 3 devra retravailler ses photos avec des logiciels tels qu’Adobe Lightroom. Outre l’appareil photo principal, l’îlot de caméra du Nord 3 comprend un objectif ultra grand angle (8 mégapixels, 112°) pour les prises de vue panoramiques indispensables, allant de la ligne d’horizon à deux équipes de football côte à côte, et un capteur macro de 2 mégapixels pour les très gros plans, par exemple pour immortaliser des fleurs ou des insectes. Ces objectifs ne nous ont finalement pas fait forte impression : les macros sont un peu fades et n’offrent pas la précision que l’on peut attendre d’un objectif aussi distinctif. Ce n’est toutefois pas surprenant quand on sait qu’un appareil haut de gamme comme le OnePlus 11 5G intègre un téléobjectif portrait f/2.0 de 32 mégapixels. D’un point de vue optique, le Nord 3 semble ne disposer que de deux appareils photo, mais les objectifs grand angle et macro sont réunis dans la « protubérance » inférieure de l’îlot. Les protubérances sont assez marquées, mais elles disparaissent presque complètement lorsque l’appareil est glissé dans le bon étui. N’oublions pas les deux éléments lumineux situés à côté de l’optique : un flash LED et un « capteur de lumière ambiante », qui mesure l’intensité de la lumière ambiante. Quant aux selfies, ce téléphone Android les prend avec une caméra frontale de 16 MP. Pour les amateurs de vidéos, nous mentionnerons également que le Nord 3 5G peut prendre des films en qualité 4K à 60 images par seconde, en utilisant l’IA (intelligence artificielle) pour minimiser autant que possible le bruit numérique. Parmi les autres caractéristiques notables du dernier téléphone OnePlus : un lecteur d’empreintes digitales intégré à l’écran, Wi-Fi 6 (802.11ax), Bluetooth 5.3 et un indice IP54 pour la résistance à la poussière et aux éclaboussures. Le système d’exploitation Android 13 est agrémenté de l’itération maison de OnePlus, OxygenOS 13.1. Pour terminer : sur papier, le Nord 3 promet « deux haut-parleurs stéréo avec Dolby Atmos », mais nous avons trouvé les performances des haut-parleurs intégrés globalement décevantes. OnePlus propose un appareil 5G particulièrement intéressant avec le Nord 3 5G. Affichant un prix moyen (pas bon marché, certes, mais certainement pas prohibitif), l’appareil propose de nombreuses fonctionnalités dont disposent généralement des appareils plus onéreux. En témoignent la mémoire généreuse du modèle « le plus cher », l’excellente caméra principale, le chargeur rapide inclus, le design haut de gamme et quelques extras pratiques comme le capteur infrarouge qui permet d’utiliser l’appareil comme télécommande. Les quelques inconvénients (macros médiocres, haut-parleurs moyens), acceptables dans cette gamme de prix, sont compensés par les nombreux points forts du nouveau Nord. Prix et disponibilité  Le OnePlus Nord 3 5G est disponible en Misty Green et Tempest Gray. Le prix du modèle d’entrée de gamme avec 8 Go de RAM et 128 Go de mémoire de stockage s’élève à 449 euros. Le modèle supérieur (16 Go/256 Go) affiche un prix cible de 549 euros.",2023-08-04
7,https://datanews.levif.be/actualite/telecoms/normes/aws-va-repercuter-sur-les-clients-les-couts-des-adresses-ipv4/,AWS va répercuter sur les clients les coûts des adresses IPv4,"AWS affirme dans un communiqué posté sur son blog que les coûts d’obtention d’une adresse IPv4 ont augmenté de 300 pour cent au cours des cinq dernières années. A partir du 1er février 2024, l’entreprise a l’intention de répercuter ces coûts sur ses clients, à raison de 0,005 dollar par adresse IP publique et par heure. Dans le même temps, elle espère que les retardataires adopteront ainsi plus rapidement la technologie IPv6. En collaboration avec Dutch IT Channel.",2023-08-03
8,https://datanews.levif.be/actualite/monde/chine-les-mineurs-bientot-prives-dinternet-la-nuit/,Chine: les mineurs bientôt privés d’internet la nuit,"Ces nouvelles règles, proposées par l’Administration chinoise du cyberespace et qui seront mises en place via des moyens techniques, sont parmi les plus strictes au monde en la matière. Les parents pourront toutefois les désactiver s’ils le souhaitent. Selon l’Administration chinoise du cyberespace, cette nouvelle réglementation permettra de “créer un environnement internet sécurisé et sain pour les mineurs”, dans la foulée d’autres mesures prises ces dernières années pour “réduire l’addition des mineurs à internet”.  La Chine a publié de nombreuses règles ces dernières années allant dans ce sens. Depuis 2021, elle limite le temps que les enfants peuvent passer à jouer en ligne chaque jour. Elle avait également gelé les approbations de nouveaux jeux vidéo durant neuf mois, ébranlant de nombreuses entreprises du secteur – dont le géant chinois Tencent. L’annonce de mercredi a provoqué la chute en Bourse de plusieurs entreprises chinoises du secteur de l’internet. À Hong Kong, l’action Tencent (jeu vidéo, messagerie, paiement en ligne) a perdu près de 3% et l’action Baidu (moteur de recherche, intelligence artificielle) a abandonné 3,75%.",2023-08-03
9,https://datanews.levif.be/actualite/airbus-monte-a-bord-du-projet-starlab-de-future-station-spatiale/,Airbus monte à bord du projet Starlab de future station spatiale,"Pour prendre la suite de l’ISS, la Nasa entend procéder à des achats de services plutôt que gérer elle-même les programmes, comme elle le fait déjà pour envoyer des astronautes dans l’espace. Elle a ainsi accordé fin 2021 160 millions de dollars à Voyager Space, via sa filiale Nanoracks, pour développer Starlab. Elle a également attribué 130 millions à Blue Origin, fondée par Jeff Bezos, et 126 millions au géant Northrop Grumman pour développer leurs propres projets de station. Une autre entreprise américaine, Axiom Space, développe elle aussi sa station avec le soutien de la Nasa et la participation industrielle au projet du franco-italien Thales Alenia Space. La participation à Starlab d’Airbus, qui apportait déjà depuis janvier un soutien technique, permet pour Voyager Space d’envisager que l’ESA, l’agence spatiale européenne, utilise ses services pour continuer d’envoyer des astronautes européens dans l’espace tout en s’assurant de retours industriels en Europe. Le groupe européen peut s’appuyer sur l’expertise qu’il a développée avec le véhicule automatique de transfert ATV ou encore le module de service européen (ESM) conçu pour les missions lunaires américaines Artemis, a-t-il fait valoir. Ni le PDG d’Airbus Defense and Space Michael Schoellhorn, ni le PDG de Voyage Space Dylan Taylor n’ont voulu préciser leur participation respective dans la coentreprise ou le montant du projet. Starlab, qui doit être mise en orbite lors d’un lancement unique à l’horizon 2028, aura un diamètre de 8 mètres, près de deux fois supérieur à celui de l’ISS, et la moitié de son volume, selon Dylan Taylor. La station sera dédiée à la recherche et aux travaux en microgravité que voudra également y mener l’industrie pharmaceutique mais ne sera pas destinée au tourisme spatial.",2023-08-03
