,source_url,article_title,article_text,published_date,last_modified_date
0,https://www.rtbf.be/article/direct-video-vietnam-pays-bas-0-7-les-neerlandaises-deroulent-11224576,"Coupe du monde féminine de football 2023 : horaires, directs et résultats des 64 matches en Australie et Nouvelle-Zélande","La neuvième édition de la Coupe du monde féminine bat son plein en Australie et en Nouvelle-Zélande depuis le 20 juillet dernier. Du spectacle, des jolis buts et des surprises, nous avons déjà été gâtés en ce début de Mondial 2023. Un spectacle à suivre en direct vidéo sur la RTBF. Avec une diffusion de toutes les rencontres ! Retrouvez toutes les rencontres, tous les résumés et tous les résultats ci-dessous. Tous les sujets de l'article",2023-07-18,2023-08-01
1,https://www.rtbf.be/article/couvin-un-nouveau-centre-ouvre-ses-portes-aux-mineurs-etrangers-non-accompagnes-11235404,Couvin: un nouveau centre ouvre ses portes aux mineurs étrangers non accompagnés,"Ce sont que des enfants livrés à eux-mêmes dans la rue, il s’agit de ceux qu’on appelle les MENA, les mineurs étrangers non accompagnés. En Belgique, il manque cruellement de lieux pour les accueillir, mais à Couvin, plus précisément, à Cul des Sarts, un nouveau centre ouvre ses portes ce mardi et 5 jeunes vont y être accueillis. C’est le service d’accueil et d’hébergement ""l’Étape"" qui ouvre cette nouvelle antenne et qui, depuis 2016, accueille 18 mineurs non accompagnés à Couvin. Un service qui a fait ses preuves en matière d’encadrement, d’aide et d’intégration de ces jeunes MENA. Se voir confier l’accueil de 15 enfants supplémentaires est une forme de reconnaissance. ""C’est aussi une reconnaissance de la particularité de notre approche, précise Christophe Deflem, le directeur. Ce sont des petites structures avec un accompagnement qui est un peu plus important et aussi une proximité dans la manière d’accompagner ces jeunes"". Á Cul des Sarts, le nouveau bâtiment sera loué à une institution de la région. Il est parfaitement adapté et il permettra d’héberger des mineurs, parfois très jeunes. Comme l’explique Christophe Deflem. ""Nous accueillons des jeunes dits, plus vulnérables. La plupart des MENA qui arrivent sur le territoire ont au-dessus de 16 ans. Nous, nous allons plutôt accueillir des jeunes de 11 à 13 ans. Cela peut être aussi des jeunes qui expriment de l’angoisse ou un besoin d’un accompagnement plus spécifique "". Au total, une quinzaine d’emplois ont été créés et la nouvelle équipe pluridisciplinaire va entamer ce long processus d’aide et d’encadrement de ces jeunes avec un autre objectif aussi, celui d’impliquer le plus possible les habitants, les commerçants, les associations sportives, culturelles mais aussi l’école du village dans ce projet d’intégration de ces jeunes mineurs.       Tous les sujets de l'article",2023-08-01,2023-08-01
2,https://www.rtbf.be/article/niger-la-france-va-debuter-l-evacuation-de-ses-ressortissants-des-ce-mardi-11235407,Niger : la France va débuter l’évacuation de ses ressortissants dès ce mardi,"La France a décidé d’évacuer dès mardi ses ressortissants et les ressortissants européens qui le souhaiteraient du Niger, ""compte tenu de la situation à Niamey"", a annoncé le ministère des Affaires étrangères dans un communiqué. Le ministère des Affaires étrangères justifie cette décision par les ""violences qui ont eu lieu contre notre ambassade avant-hier et la fermeture de l’espace aérien qui laisse nos compatriotes sans possibilité de quitter le pays par leurs propres moyens"". ""Cette évacuation débutera dès aujourd’hui"", précise-t-il. Tous les sujets de l'article",2023-08-01,2023-08-01
3,https://www.rtbf.be/article/entre-douceur-et-douleur-une-playlist-qui-piquera-votre-c-ur-amoureusement-11232380,"Entre douceur et douleur, une playlist qui piquera votre cœur amoureusement","Tout au long de l’été, nous vous proposons une demi-heure de promenade musicale thématique, concoctée par Francesco Biamonte de la RTS. ""Quoi"", c’est un petit essai radiophonique, où la musique nous parle de… Quoi ? De Quelque chose. D’un animal, d’un symbole, d’un objet, d’un mot. La rose, métaphore de la bouche, du sexe féminin, de Dieu, du paradoxe de la douceur et de la blessure au parfum qui émerveille l’âme. A la fois douceur et pureté et en même temps écorchure et douleur. La rose incarne les contraires, la douceur s’accompagne de douleur. Tout comme la cueillette de roses et d’églantiers. Puisque oui, les roses viennent des églantiers. Depuis la plus haute antiquité, les hommes entourent de leurs soins les églantiers et c’est de cette tendresse qu’est née… Quoi ? La rose ! Elle vient d’Arménie, de Mésopotamie, elle passe par l’Île de Rhodes, traverse la Judée et le Liban. Elle se retrouve plantée dans les jardins de Syracuse en Sicile puis laisse ses branches grimper jusqu’en Italie pour enfin passer les Alpes et se retrouver chez nous, partout. La rose effectue un très long voyage, de la poétesse Sappho de Lesbos qui chantait déjà sa beauté à ton vase. On dit que la rose rouge tire sa couleur du fait que la déesse Aphrodite frappa son fils Eros avec des roses. Tous les sujets de l'article",2023-08-01,2023-08-01
4,https://www.rtbf.be/article/putsch-au-niger-l-echec-de-l-operation-barkhane-a-cause-beaucoup-de-frustration-dans-la-population-11235346,"Putsch au Niger : ""L’échec de l’opération Barkhane a causé beaucoup de frustration dans la population""","Au Niger, la situation est toujours extrêmement tendue depuis le dernier coup d’État du 26 juillet, le troisième depuis ceux de 2020, 2021 et 2022 au Mali et au Burkina Faso, dans la région du Sahel, frappée par la pauvreté et la violence jihadiste. Ce mardi, les Français du Niger ont été prévenus par un message de l’ambassade de France à Niamey qu’une ""opération d’évacuation par voie aérienne est en cours de préparation"" et ""aura lieu très prochainement"". Les militaires nigériens qui ont renversé le président élu Mohamed Bazoum ont accusé lundi la France de ""vouloir intervenir militairement"". La junte est soutenue par le Burkina Faso et le Mali, également dirigés par des militaires. Les troupes françaises vont-elles être poussées à quitter le pays ? Amaury Hauchard, journaliste indépendant présent sur place, fait le point sur la situation. Il était l’invité de La Première. Dimanche dernier, des milliers de personnes ont manifesté devant l’ambassade de France à Niamey, réclamant le départ des soldats français et l’arrivée de la Russie. La junte tient en effet la France responsable de la situation catastrophique dans le pays. ""La situation s’est calmée depuis deux jours. C’est vraiment un épiphénomène. C’est une irruption de politique dans la vie des gens. Il y avait maximum quelques milliers de personnes à cette manifestation. Dans Niamey, il y a 1,5 million d’habitants. Au Niger, 25 millions. Donc, à part cette manifestation, il ne s’est rien passé. Je pense qu’on peut dire que ça va encore en termes d’hostilité"", explique le journaliste français. Selon lui, pour comprendre l’origine de cette contestation, il faut comprendre le contexte de la région du Sahel. ""Depuis trois ans, on a eu deux putschs successifs au Mali, voisin du Niger, et deux putschs successifs au Burkina Faso. Maintenant, un putsch au Niger. Ça fait au total cinq putschs dans une région, qu’on appelle le Sahel central, qui est vraiment l’épicentre de la guerre contre les groupes djihadistes d’al-Qaïda et de l’État islamique"", détaille Amaury Hauchard. Ces trois pays – le Burkina Faso, le Mali et le Niger – étaient alliés avec les Occidentaux, la France en tête, qui a mené l’opération Barkhane pendant plus de dix ans au Sahel. ""Et puis, force est de constater que ça a été un échec. Ces trois pays et leurs alliés n’ont pas réussi à juguler cette expansion qui ne fait que s’étendre"", constate-t-il. Cet échec a causé beaucoup de frustration dans la population, qui s’en est prise aux responsables politiques, selon le journaliste. ""Il y a une désillusion du politique, d’où les coups d’État. Et après ça, il faut un bouc émissaire, les partenaires occidentaux sont parfaits pour cela."" Dimanche dernier, les manifestants ont brandi des drapeaux russes et scandé des slogans pro Poutine. Pour Amaury Hauchard, ""On ne peut pas parler d’orchestration à ce niveau"". ""Je pense surtout qu’il y a vraiment une désillusion, surtout du côté d’une certaine jeunesse qui est un peu perdue, déboussolée, qui ne comprend plus trop ce que la démocratie veut dire. En fait, c’est une jeunesse qui n’a vu que les biais de la démocratie, qui n’a vu, disent-ils, que la corruption et le népotisme, rapporte-t-il. Les gens disent à l’université, si on n’a pas de parents, d’oncle ou de tante, si on n’a pas 'le bras long', on n’aura pas de boulot."" Le journaliste parle d’un schéma binaire. ""Les gens se disent : 'Si un partenaire n’a pas réussi à nous aider, tournons-nous vers un autre'. Pour résumer, si la France n’a pas réussi, tournons-nous vers la Russie. Après, on voit que la situation au Mali et au Burkina Faso n’a pas forcément évolué depuis l’arrivée des forces russes il y a deux ans."" Mais l’exemple des pays voisins n’a pas encore servi. ""Je pense que c’est un processus de décrédibilisation des institutions internationales qui est en cours dans toute la sous-région. Il y a aussi l’ONU, on leur a demandé de partir au Mali. Les autres partenaires occidentaux ont été priés aussi gentiment de réduire leurs activités au Mali"", observe-t-il. Dès lors, on assisterait à ""la fin d’un modèle"". ""50 ans après l’indépendance de ces pays d’Afrique de l’Ouest, on observe toujours un fort interventionnisme occidental par du développement, par du militaire, quand la demande est effectuée par ces pays, et force est de constater que ça ne marche pas forcément."" Depuis, la France a annoncé qu’elle allait prochainement évacuer ses ressortissants depuis Niamey, la capitale. Difficile à dire cependant si le pays ira jusqu’à retirer ses soldats. ""C’est vraiment compliqué à dire. La situation reste très volatile, estime le journaliste. Ce qu’on peut dire à l’heure actuelle, c’est que le modus operandi est très similaire à ce qui s’est passé au Mali et au Burkina Faso. Les militaires sont en train de faire une très longue tentative de putsch, parce qu’il faut le rappeler, le présent Bazoum n’a pas encore démissionné au Niger. Au Mali et au Burkina Faso, la France a dû partir. Je ne suis pas devin. Mais pour l’instant, le chemin est le même."" Lundi soir, Ouagadougou et Bamako ont affirmé que toute intervention militaire pour rétablir Mohamed Bazoum serait considérée ""comme une déclaration de guerre"" à leurs deux pays et ""entraînerait un retrait du Burkina Faso et du Mali de la Cédéao (Communauté économique des Etats d’Afrique de l’Ouest), ainsi que l’adoption de mesures de légitime défense en soutien aux forces armées et au peuple du Niger"". Observe-t-on une nouvelle forme d’unité entre les trois dirigeants militaires ? ""C’est en tout cas ce qu’ils ont envie de laisser paraître. Ça fait maintenant plusieurs mois qu’ils essayent de laisser penser cela. On a vu l’annonce, il y a plus d’un an, de la création d’une fédération entre la Guinée, le Burkina Faso et le Mali, trois pays où il y a eu des putschs qui sont maintenant dominés par des militaires"", explique Amaury Hauchard. ""Pour l’instant, ça n’a pas beaucoup marché, mais je pense qu’il faut voir plus largement. C’est une tentative de décrédibilisation de la Cédéao qui en est en fait à sa énième médiation sur des coups d’État en Afrique de l’Ouest. L’organisation n’arrive pas à être unie. Beaucoup de gens dans la sous région disent que la Cédéao est peut-être en train de jouer sa propre survie en tant qu’organisation régionale. Et donc pour des pays comme le Burkina Faso et le Mali qui ont déjà été sanctionnés par la Cédéao, j’imagine que c’est aussi facile de remettre une pièce dans la machine"", poursuit-il. L’Union européenne a déjà annoncé des sanctions économiques. Le risque, c’est que ce soit la population qui subisse ces décisions. A ce stade, ce risque est difficile à mesure puisque les sanctions viennent d’être annoncées. Le journaliste fait toutefois un parallèle avec le cas du Mali. ""J’habitais au Mali auparavant où il y a aussi eu des sanctions depuis maintenant deux ans. C’est très difficile de sentir l’impact réel parce qu’on parle de sanctions macroéconomiques. Il y avait une hausse des prix en effet de certaines denrées, surtout de denrées d’importation. Les gens avaient un sentiment de 'payer les pots cassés'. Une large partie de la population ne se sent pas forcément concernée par ces événements politiques et en subit les conséquences de plein fouet"". ""Ce qu’on peut dire pour le Niger, c’est qu’il y a quand même une majeure partie de l’électricité de la capitale Niamey qui vient du Nigeria donc il suffirait d’appuyer sur un bouton du côté nigérian si j’ose dire, pour arrêter le courant ici. Est-ce que ça va être mis à exécution ? Aujourd’hui en tout cas, on a encore le courant"", observe-t-il. Tous les sujets de l'article",2023-08-01,2023-08-01
5,https://www.rtbf.be/article/direct-video-portugal-usa-0-0-rapinoe-monte-au-jeu-11235208,Les Etats-Unis tremblent face au Portugal mais se qualifient pour les huitièmes,"Les Américaines sont-elles en danger dans cette Coupe du monde féminine ? La question est volontairement provocatrice, on n'en est pas encore là, mais le simple fait de la poser prouve que quelque chose a changé. Double tenants du titre, invaincus en Coupe du monde depuis 2011, les Etats-Unis sont clairement la force en présence chez les femmes, confisquant la plupart des trophées sans vraiment daigner partager. Sauf que, pour la 1e fois depuis des lustres, on semble être arrivé à la fin d'un cycle chez les Américaines : les anciennes taulières (Rapinoe, Morgan) prennent tout doucement de l'âge et la nouvelle génération n'est pas encore arrivée à maturation. Face au Vietnam, en ouverture de Mondial, ça n'a pas porté trop préjudice. Victoire, sans briller, 3-0 pour empocher trois points précieux. C'est après, face aux Pays-Bas, qu'on a vu que les Américaines n'étaient peut-être plus aussi dominatrices qu'avant. Accrochées par les Oranje, elles ont laissé filer deux points inattendus. Ce mardi matin, c'est donc dans une position assez inhabituelle qu'elles se présentent face au Portugal. Il n'y a pas encore le feu au lac mais elles doivent rester vigilantes parce qu'une défaite, couplée à une victoire des Pays-Bas contre le Vietnam précipiterait... leur élimination. Alors, les Américaines vont-elles quitter la compétition dès la phase de poules pour la 1e fois de leur histoire en Coupe du monde ? La réponse dès 8h50 en direct vidéo ci-dessus et en direct sur Tipik. Tous les sujets de l'article",2023-08-01,2023-08-01
6,https://www.rtbf.be/article/misia-sert-sous-l-il-de-tous-les-peintres-de-montmartre-2-5-11026277,"Misia Sert, sous l’œil de tous les peintres de Montmartre (2/5)","Ecoutez l’épisode 2 du feuilleton inédit Misia Sert, l’égérie du Tout-Paris, écrit par Axelle Thiry et réalisé par Katia Madaule à l’occasion des 150 ans de la muse et mécène du Paris du début du XXe siècle. Misia n’a pas encore vingt ans quand elle se lance à la conquête de Paris. Elle brille de tous ses feux dans le monde des artistes et des fêtards de la capitale française. Dans les ateliers, c’est l’effervescence ! De nouveaux courants artistiques voient le jour. Misia et Thadée transforment la Revue blanche en une publication de premier plan. Elle ouvre ses pages à toutes les nouvelles tendances artistiques. Il y souffle un tel vent de liberté ! Elle promeut les peintres nabis, les néo-impressionnistes et l'Art nouveau. Elle anticipe le fauvisme et le futurisme. Elle célèbre aussi l’humour et l’esprit de fête. Misia et Thadée aiment également faire salon à Paris, rue Saint-Florentin. Misia est la reine de ce petit monde d'artistes, de révoltés et de poètes. Et comme elle les inspire… Elle a un instinct infaillible pour la beauté. Misia et Thadée voyagent en Norvège, où ils rencontrent Ibsen. Misia joue aussi au piano avec Edvard Grieg. Et un jour, à Paris, elle assiste à une représentation de Pelléas et Mélisande, son premier grand amour en musique…  Misia et Thadée Natanson mènent une vie agréable à Paris. Ils sont entourés d’artistes qu’ils aiment et qu’ils admirent. Ils participent à la vie culturelle. Ils vont dans les cafés, où Erik Satie fait parfois résonner des notes irisées sur le silence. Ils assistent aux expositions et ils entrent au Moulin-Rouge. On les voit partout ! Toulouse-Lautrec adore sortir son crayon pour croquer Misia quand elle est au concert ou au théâtre.  Misia et Thadée ne ménagent pas leur peine pour leur chère Revue blanche mais pendant la saison chaude, ils aiment quitter Paris pour rejoindre le calme de la nature. Ils achètent une maison dans les environs de Valvins, où ils accueillent leurs amis artistes. Quel rassemblement de talents !  Misia figure sur de nombreux tableaux de Vuillard. Il la peint au piano, et il fait vibrer les couleurs sur la toile. Elle se promène aussi dans la forêt de Fontainebleau avec Stéphane Mallarmé. De temps en temps, il tire une fiche de sa poche pour y griffonner quelques mots. C’est quand il vient chez eux, le soir, et qu’il l’écoute, que Misia joue le mieux au piano.  Tous les sujets de l'article",2022-07-11,2023-08-01
7,https://www.rtbf.be/article/birmanie-la-junte-reduit-la-peine-de-prison-d-aung-san-suu-kyi-de-six-ans-11235385,Birmanie : la junte réduit la peine de prison d’Aung San Suu Kyi de six ans,"L’ex-dirigeante civile Aung San Suu Kyi, détenue depuis le coup d’Etat militaire de 2021 en Birmanie, a bénéficié d’une grâce partielle dans le cadre d’une amnistie de la junte concernant plus de 7000 prisonniers, à l’occasion du carême bouddhiste, ont annoncé les médias d’Etat mardi. Aung San Suu Kyi a été condamnée à 33 ans de prison pour une série de chefs d’accusation, dont la corruption, la possession de talkies-walkies illégaux et le non-respect des restrictions relatives au Covid. L’état de santé de la dirigeante déchue, âgée de 78 ans, suscite des inquiétudes depuis sa détention, notamment au cours de son procès devant un tribunal de la junte, qui l’obligeait à assister aux audiences presque quotidiennement. La grâce concerne 5 des 19 condamnations contre elle, et il n’a pas été immédiatement précisé si cela permettrait sa libération. Elle n’a été vue qu’une seule fois depuis qu’elle a été arrêtée après le putsch du 1er février 2021, sur des photos de mauvaise qualité prises par les médias d’Etat dans une salle d’audience d’un tribunal de Naypyidaw, la capitale construite dans la jungle par l’armée. Le coup d’État a plongé ce pays d’Asie du Sud-Est dans un conflit qui a entraîné le déplacement de plus d’un million de personnes, selon les Nations unies. La semaine dernière, Aung San Suu Kyi a été transférée de sa cellule de prison à un bâtiment gouvernemental, selon un représentant de son parti politique. La Birmanie accorde fréquemment l’amnistie à des milliers de prisonniers pour célébrer des fêtes bouddhistes.   Tous les sujets de l'article",2023-08-01,2023-08-01
8,https://www.rtbf.be/article/marchin-permis-accorde-pour-la-nouvelle-usine-safran-sur-l-ancien-site-arcelor-11235397,Marchin : permis accordé pour la nouvelle usine Safran sur l'ancien site Arcelor,"Cette bonne nouvelle pour la région liégeoise : le collège communal de Marchin vient de donner son feu vert à la demande de permis du groupe Safran pour l’implantation d’une usine en bord de Hoyoux. La société spécialisée notamment dans les moteurs d’avions va ainsi pouvoir s’installer sur le site des anciennes tôleries Delloye Matthieu (Arcelor). Après quelques travaux, l’usine produira les ailettes de ses moteurs d’avions là-bas, à quelques dizaines de kilomètres du siège sa belge Safran Aero Booster à Milmort. L’usine devrait être opérationnelle en 2025. Une centaine d’emplois pourraient être créés. Tous les sujets de l'article",2023-08-01,2023-08-01
9,https://www.rtbf.be/article/nicolas-anselmo-ici-tout-commence-evoque-le-harcelement-scolaire-qu-il-a-subi-au-college-11235388,"Nicolas Anselmo (""Ici tout commence"") évoque le harcèlement scolaire qu’il a subi au collège","La semaine dernière, Faustine Bollaert recevait Nicolas Anselmo dans ""Safe Zone"", son nouveau podcast. Au cours de leur conversation, l’acteur de ""Ici tout commence"" s’est confié à propos du harcèlement dont il a été victime à l’époque du collège. Il y a quelques jours, Nicolas Anselmo était invité dans la Safe Zone de Faustine Bollaert. Alors qu’il vient de quitter ""Ici tout commence"", la série qui l’a révélé au public, l’acteur a évoqué auprès de l’animatrice ses souvenirs d’enfance. Dès ses premières rentrées, il explique ainsi avoir ressenti un certain mal-être vis-à-vis de l’institution scolaire : ""Je ne voulais être qu’avec ma famille. Je me souviens d’aller à l’école, mes parents m’amenaient et je ne faisais que pleurer, je ne voulais pas y aller parce que je pense que je ressentais déjà le système où j’allais aller. Je ne voulais pas m’enfermer dans un truc qui force à être dans ‘le faire’et pas forcément ‘dans l’être’."" Si Nicolas avait du mal à trouver sa place à l’école primaire, les choses se sont ensuite aggravées lorsqu’il a fait son entrée au collège, où il a souffert pendant plusieurs années de harcèlement scolaire. ""En fait, j’étais moi tout simplement, et les gens m’insultaient de ‘pé**’, même par rapport à mes fringues…"" raconte-t-il avant de poursuivre : ""Les gens ne faisaient que critiquer. J’étais vraiment la cible de plein de gens. Même des gens qui ne me connaissaient pas dans la rue, me demandaient’t’es une fille ou un garçon ?’""  Des remarques qui à l’époque ont eu des effets dévastateurs sur la santé mentale du futur comédien, au point qu’il en vienne à envisager le pire. ""J’ai failli mourir, j’ai pensé au suicide"", rapporte-t-il. Ce qui m’a fait tenir, c’est ma famille et mes amis. ""J’aurai jamais le courage de le faire"", ajoute-t-il ensuite. ""Jamais. Déjà parce que j’ai perdu un ami comme ça"". Cet ami, que Nicolas Anselmo décrit comme un véritable ""pilier"", s’appelait Nathan. L’acteur explique qu’il a mis un terme à ses jours à cause de ""l’homophobie, du rejet et de l’injustice"". Comme Nicolas Anselmo et son ami Nathan, de nombreux enfants et adolescent sont victimes de harcèlement pendant leur scolarité. Aujourd’hui, on estime qu’un enfant sur trois est harcelé à l’école en Fédération Wallonie-Bruxelles. Et le problème touche d’autant plus les élèves LGBT, qui doivent régulièrement faire face aux commentaires et aux comportements négatifs de leurs condisciples. En interprétant le rôle d’Eliott, un personnage non-binaire et pansexuel, l’acteur est donc heureux d’avoir contribué à sensibiliser les jeunes téléspectateurs à des causes qui lui tiennent à cœur. Tous les sujets de l'article",2023-08-01,2023-08-01
