URL,Last Modification,News Title,News Publication Date,News Name,News Language,News Text
https://www.dhnet.be/regions/bruxelles/bruxelles-mobilite/2023/08/03/attention-si-vous-allez-a-la-cote-ou-a-gand-le40-sera-completement-fermee-entre-grand-bigard-et-affligem-pendant-deux-nuits-en-direction-de-gand-DCCKNHCB55GNHM5A5Q6L7ODEDM/,2023-08-03T09:12:45.711Z,Attention si vous allez à la côte ou à Gand : l’E40 sera complètement fermée entre Grand-Bigard et Affligem pendant deux nuits en direction de Gand,2023-08-03T09:12:45.711Z,DH Les Sports +,fr-be,"Un automobiliste averti en vaut deux. De lourdes perturbations sont prévues pendant deux nuits, du 7 au 8 et du 8 au 9 août, sur l’E40. L’Agentschap Wegen en Verkeer va installer de nouveaux portiques de signalisation. Une intervention qui va impliquer la fermeture totale de l’autoroute en direction de Gand et de la côte belge, entre Grand-Bigard et Affligem entre 21 h et 5 h 30 du matin.
Le trafic entre Bruxelles et Gand sera dès lors renvoyé vers Anvers via l’E19/A12 et l’E17. Pour les déplacements plus locaux, la N9 et la N208 sont donc à privilégier. La bretelle d'entrée à Ternat en direction de Gand sera également fermée.
Perturbations également en direction de Bruxelles, où le trafic sera réduit sur une seule voie, contre trois actuellement.
Pendant la journée, des travaux seront également effectués dans ce cadre mais sans perturbations. Notons que neuf panneaux ont déjà été installés entre Ternat et Grand-Bigard. Ces infrastructures permettent notamment d'indiquer la vitesse de façon dynamique."
https://www.dhnet.be/actu/faits/2023/08/03/disparition-demile-nouvelles-revelations-un-incendie-criminel-du-passe-jamais-resolu-V4UAIINJGRHYDMGDJ4S6SEGCZ4/,2023-08-03T09:10:40.553Z,"Disparition d’Emile : nouvelles révélations, un incendie criminel du passé… jamais résolu",2023-08-03T09:10:40.553Z,DH Les Sports +,fr-be,"L'enquête est toujours en cours et de récurrentes recherches sont lancées sur le terrain afin de retrouver le jeune garçon.
Si de nombreuses pistes sont encore explorées par les enquêteurs, aucune n'est pour l'instant confirmée. Mais ce jeudi matin, Le Parisien amène une nouvelle information dans le dossier ""faits divers"" de cet été.
En effet, nos confrères français révèlent qu'en 2019, un incendie criminel avait frappé trois maisons dans le hameau du Boulard, situé à 12 kilomètres du Haut-Vernet. Si aucun lien n'avait été fait, Le Parisien nous apprend que l'une des maisons touchées, appartenait à la famille maternelle du petit Emile.
Au lendemain des faits, les enquêteurs avaient en effet découvert ""plusieurs systèmes de mise à feu"" dans les ruines des bâtiments. Ce village devenu ""fantôme"" voit la maison de la famille d'Emile encore dans un sale état."
https://www.dhnet.be/lifestyle/people/2023/08/03/kate-middleton-comme-vous-ne-laviez-jamais-vue-une-video-surprenante-devient-virale-SE53JGPABBE2JACUCAX7SWC7XA/,2023-08-03T09:10:01.621Z,Kate Middleton comme vous ne l'aviez jamais vue : une vidéo surprenante devient virale,2023-08-03T09:10:01.621Z,DH Les Sports +,fr-be,"1993. Kate Middleton avait 11 ans et elle n'avait encore rien d'une princesse. Une vidéo prise cette année-là, et diffusée récemment sur les réseaux sociaux, paraît pourtant prémonitoire.
À l'époque, la future épouse du prince William avait participé à une comédie musicale dans son école. Elle y tenait le rôle d'Eliza Doolittle, vendeuse de fleurs transformée en parfaite duchesse, dans une adaptation bon enfant de My Fair Lady. C'est Audrey Hepbrun qui jouait le personnage dans le film culte de 1964. Kate Middleton, musicienne à ses heures, y interprète Wouldnt It Be Loverly avec un certain panache.
La séquence a fait le tour de TikTok et d'Instagram, et a généré des centaines de milliers de vues. ""Les talents de Kate dépassent ses fonctions royales et s'étendent au tennis, au piano et même au chant"", a-t-on commenté. De quoi rendre Kate Middleton encore un peu plus populaires aux yeux des Britanniques."
https://www.dhnet.be/regions/liege/2023/08/03/liege-arnaquee-par-le-vendeur-delectricite-3F7GOBYPMZDNVBBLOODODBYEHU/,2023-08-03T09:08:00Z,Liège : Arnaquée par le vendeur d’électricité !,2023-08-03T09:08:00Z,DH Les Sports +,fr-be,"Kevin, un habitant de Seraing âgé de 26 ans a écopé d’une peine d’un an de prison ferme devant le tribunal correctionnel de Liège pour avoir commis une escroquerie particulièrement désagréable au préjudice d’une dame âgée de 77 ans à l’époque des faits. En effet, l’intéressé s’est rendu chez une septuagénaire pour lui vendre un contrat de fourniture d’électricité et il a profité de la confiance de la dame pour lui soutirer de l’argent.
Le 28 janvier 2019, Monique a déposé plainte à la suite du vol de sa carte de banque suivi de retraits frauduleux. Elle a expliqué porter ses soupçons sur Kevin, un jeune homme qui lui a fait souscrire un nouveau contrat d’électricité. Elle lui a ensuite demandé de l’aide pour la réparation de son PC Banking.
À cette occasion, elle a communiqué à Kevin son code PIN. Trois jours avant son dépôt de plainte, elle s’est aperçue de la disparition de sa carte de banque après une visite du jeune homme. Il a profité du fait qu’elle s’était absentée quelques instants pour lui servir un verre d’eau pour lui dérober sa carte. Monique a remis aux policiers la liste des retraits opérés avec sa carte. En tout, Kevin a subtilisé un total de 1 457 euros. Sur base de la description fournie par la victime, les enquêteurs ont fait le lien avec Kevin.
Les policiers ont découvert que le numéro de GSM de la compagne de ce dernier avait contacté à plusieurs reprises la plaignante. Interrogé, le gestionnaire de la société de consultance en vente d’électricité, a confirmé avoir engagé le suspect pour une journée. Ce dernier avait effectivement fait souscrire un contrat à Monique. La victime a formellement reconnu Kevin sur le panel photographique qui lui a été présenté.
Une visite domiciliaire a été réalisée chez l’intéressé et a permis de découvrir des biens achetés grâce à la carte bancaire dérobée. Kevin a précisé avoir gagné la confiance de la victime et avoir décidé de la voler lorsqu’il a obtenu son code secret. Il a expliqué qu’il avait une situation financière précaire. Lors de l’audience consacrée à son affaire, Kevin a fait état d’un parcours de vie très chaotique depuis son plus jeune âge. Il a exprimé des regrets et expliqué qu’il voulait indemniser la victime. Il devra également débourser 250 euros de dommage moral."
https://www.dhnet.be/sports/football/europe/c1/2023/08/03/une-enorme-deception-mais-cest-de-notre-faute-wouter-vrancken-revient-sur-lelimination-de-genk-en-preliminaires-de-ligue-des-champions-IDS6TTIQKZDELD5WTCM4LU33KY/,2023-08-03T09:05:21.660Z,"”Une énorme déception, mais c’est de notre faute…” : Wouter Vrancken revient sur l’élimination de Genk en préliminaires de Ligue des Champions",2023-08-03T09:05:21.660Z,DH Les Sports +,fr-be,"Pour Wouter Vrancken, le Racing Genk ne doit pas “trouver des excuses” après son élimination aux tirs au but au 2e tour préliminaire de la Ligue des Champions après avoir joué 115 minutes en supériorité numérique face au Servette Genève mercredi.
Après cinq minutes de jeu, les Limbourgeois se sont retrouvés en supériorité numérique après un tacle appuyé d’Enzo Crivelli sur Bryan Heynen, évacué sur civière.
”C’est de notre faute, il ne faut pas trouver des excuses quand on joue tout le match à 11 contre 10 et qu’on domine de la sorte. Il faut pouvoir prendre ses responsabilités dans les 20 derniers mètres et oser faire le dernier geste mais nous étions beaucoup trop statiques”, a déclaré Vrancken en conférence de presse.
Une élimination d’autant plus difficile à avaler que le Racing s’est fait rejoindre à deux reprises au score. “C’est incroyable de se faire reprendre deux fois. Mais notre défense n’était pas notre plus gros problème, c’était surtout nos mouvements dans les 16 mètres. C’est une énorme déception.”
Lors du dernier entraînement mardi, les Genkois ne se sont pas entraînés aux tirs au but. Un choix que ne regrette pas l’entraîneur limbourgeois. “Le Servette ne s’est pas préparé non plus. Les tirs au but, c’est avant tout mental. Il est difficile de créer ces conditions à l’entraînement. En jouant à dix tout le match, le Servette a pu aborder cette séance avec l’avantage de n’avoir rien à perdre.”
Repêché au 3e tour préliminaire de l’Europa League contre l’Olympiacos, le Racing devra rapidement tourner le bouton et se concentrer sur la réception d’Eupen samedi en championnat avant de se rendre en Grèce jeudi. “Nous devons nous concentrer sur Eupen. Tout le monde doit agir en tant que professionnel et avancer. Cela fait partie du football professionnel”, a conclu Vrancken."
https://www.dhnet.be/regions/mons/borinage/2023/08/03/travaux-sur-la-place-de-boussu-des-mesures-prises-pour-maintenir-le-marche-dominical-4WCVS5UN4JD65BGD5PIVPE6Q6Y/,2023-08-03T09:04:54.065Z,Travaux sur la place de Boussu : des mesures prises pour maintenir le marché dominical,2023-08-03T09:04:54.065Z,DH Les Sports +,fr-be,"Les grandes manœuvres se poursuivent pour donner un coup de neuf à la place de Boussu. Depuis ce premier août et jusqu’au début du mois d’octobre prochain, le chantier est entré dans une nouvelle phase, nécessitant la fermeture partielle de la N51. Ces dispositions doivent permettre la réalisation des plateaux et arrêts de bus et l’entame du nouveau pavage dès le mois de septembre.
Autant écrire qu’en termes de mobilité, les désagréments sont nombreux. Pour autant, les autorités locales n’ont pas souhaité impacter le marché dominical, rendez-vous incontournable pour de nombreux citoyens. Des mesures ont donc été prises pour maintenir son accès au plus grand nombre. Ainsi, les trois rues habituelles de fréquentation du marché – les rues Neuve, Rogier et Dorzée – restent accessibles.
”Les rues Dorzée et Neuve perdront quelques emplacements en raison des travaux sur la voirie mais des solutions pragmatiques sont trouvées, en concertation, pour compenser ces pertes”, souligne le bourgmestre, Jean-Claude Debiève (PS). Du côté des rues Neuve et Dorzée, des passerelles seront installées le temps des travaux afin de permettre aux clients de circuler en toute sécurité.
Concernant le stationnement, le parking des établissements Baise (40 places) reste accessible, comme ceux prévus à la périphérie de la place : gare de Boussu (110 places), caves du Chatelain (20 places), château de Boussu (15 places), hall omnisports de Boussu (20 places). “Et juste avant l’entrée dans le centre de Boussu, la zone commerciale reste accessible pour les automobilistes en provenance d’Hornu via la route de Valenciennes, comme la zone commerciale de la rue Neuve pour les automobilistes venant de Dour ou Quiévrain.”
Des panneaux signalant les déviations sont placés, à la périphérie de Boussu, pour orienter les automobilistes venant des routes de Quiévrain, de Valenciennes ou de la chasse de Saint-Ghislain. Malgré les contraintes inhérentes à la bonne organisation d’un chantier de pareille ampleur, les autorités locales tentent de limiter au mieux l’impact sur l’activité économique des commerçants et maraîchers.
L’accès aux commerces locaux est d’ailleurs préservé, moyennant quelques distances à parcourir à pied. Il faudra encore un peu de patience puisque sauf contretemps et intempéries majeures, le chantier devrait être terminé en février 2024."
https://www.dhnet.be/regions/brabant/2023/08/03/pour-les-autorites-communales-de-chastre-pas-question-de-densifier-gentinnes-nous-souhaitons-proteger-son-caractere-rural-PSBIWJW5GZARTA6FVDNRCO6CRY/,2023-08-03T09:05:00Z,"Pour les autorités communales de Chastre, pas question de densifier Gentinnes : ""nous souhaitons protéger son caractère rural""",2023-08-03T09:05:00Z,DH Les Sports +,fr-be,"Le conseil communal de Chastre, unanime, a rendu ce mardi 25 juillet 2023, un avis défavorable sur le projet de Schéma de développement territorial (SDT) du ministre wallon Willy Borsus (MR). Pour la commune de Chastre, ce SDT prévoit une ""centralité"" (zone plus densément peuplée) dans un périmètre comportant les villages de Chastre, Perbais et Blanmont. Et une autre pour Saint-Géry et Gentinnes.
""On propose de ne retenir qu’une seule centralité, celle qui englobe Blanmont, Chastre et Perbais. C’est là qu’il y a les écoles, le train et commerces. Celle de Saint-Géry et Gentinnes, trop excentrée, ne correspond pas à nos envies et nous souhaitons protéger son caractère rural"", a expliqué en substance l’échevin Stéphane Colin (Chastre 20 + ). Celui-ci a également regretté qu’il n’y ait pas de pôle économique majeur retenu autour des entités de Wavre et Ottignies-Louvain-la-Neuve, situées au cœur du Brabant wallon, ""sur un axe majeur reliant Bruxelles au Luxembourg et reconnu à un haut degré d’ouverture à l’économie internationale.""
Pour le bourgmestre, Thierry Champagne, l’accent est trop mis sur les régions comme Mons et Charleroi, les anciens bassins industriels. ""Mais nos centres d’activité dans le Brabant wallon doivent aussi perdurer et se développer. Or, ils sont complètement oubliés. On a l’impression qu’on coupe toute possibilité d’une extension des zonings avoisinants. L’idée n’est pas de favoriser Chastre et d’y installer un centre d’activité. On n’en veut pas. Mais il y en a à Gembloux, Wavre, Mont-Saint-Guibert ou Louvain-la-Neuve. Ce sont des communes où les Chastrois vont travailler. Ces sites doivent poursuivre leur développement. Avec ce schéma, on est en retrait par rapport aux autres pôles économiques.""
Pour Stéphane Colin, ce SDT est une impulsion, ""mais l’important sera de définir le schéma de développement communal. Il faut vraiment travailler ensemble. En remettant un avis défavorable, on ne s’engage dans rien et on partira d’une feuille blanche pour notre schéma"". Dans le schéma de structure actuel, par exemple, le nombre de logements maximum a été fixé à 8 par hectare. Contre minimum 20 pour le SDT. ""Il faudra faire attention à ne pas avoir une ville dans le village"", a encore commenté l’échevin."
https://www.dhnet.be/regions/tournai-ath-mouscron/beloeil-peruwelz-leuze/2023/08/03/un-nouveau-quartier-avec-cabinet-medical-a-ville-pommeroeul-GDXZP4EXSVGGVPSDKMSPAXED6I/,2023-08-03T09:03:00Z,Un nouveau quartier avec cabinet médical à Ville-Pommeroeul,2023-08-03T09:03:00Z,DH Les Sports +,fr-be,"Cabinet médical, maisons, appartements : dans un futur proche, un nouveau quartier verra le jour dans le village de Ville-Pommeroeul.
Lors du dernier conseil communal de Bernissart, le point concernant la dénomination d’une future voirie reliant la rue d’En Bas à la Chaussée Belle-Vue avait été voté. Le collège avait proposé de l’appeler rue de la Chevauchoire en référence au sentier n°34 longeant la nouvelle voirie et qui porte le nom de sentier de l’ancienne chevauchoire.
”D’après ce que nous savons, cet endroit était appelé chevauchoire car il servait de relais pour les chevaux près du château Battard, explique le bourgmestre, Roger Vanderstraeten. Le lieu permettait de changer les attelages et d’entretenir les chevaux dans le cadre de l’exploitation du charbonnage de Pommeroeul”.
La dénomination choisie pour cette voirie préfigure donc la sortie de terre d’un nouveau quartier, projet porté par un promoteur privé et qui comprend donc un cabinet médical, cinq maisons unifamiliales, avec aussi une maison supplémentaire côté rue d’En Bas et deux immeubles à appartements : un de cinq et un de six espaces.
Ce projet avait d’abord fait l’objet d’une demande d’ouverture de voirie et, début 2020, le conseil avait donné son autorisation pour la création de cette voirie. Deux recours avaient été introduits au gouvernement wallon et le ministre Borsus avait pris le 27 novembre 2020 un arrêté acceptant la demande de création de voirie.
Ensuite, un permis d’urbanisme a été introduit et les voyants sont au vert aujourd’hui pour ce dossier.
Un projet dans l’air du temps et vigilant par rapport au CoDT, le code du développement territorial, qui englobera des maisons passives, un parking pour le centre médical et de nombreux panneaux solaires.
”Il y a toujours des demandes en matière de logement et le village de Ville-Pommeroeul reste d’ailleurs assez prisé. Je suppose aussi que le promoteur a fait son étude de marché avant de se lancer dans l’aventure. Nous espérons que l’apport de ce nouveau quartier sera profitable à l’école du village. Je sais aussi que le promoteur entend faire venir dans le cabinet plusieurs disciplines spécialisées, poursuit Roger Vanderstraeten. Quant à la circulation, elle sera mise en tout ou en partie en sens unique. Un seul flux sera privilégié, de manière à ne pas engorger la rue d’En Bas. La CCATM avait d’ailleurs émis des remarques par rapport à la circulation et au risque d’engorgement et le permis a été modifié en ce sens. Le conseil communal en a tenu compte. Quant à la nouvelle voirie, elle sera cédée à la commune par la suite”.
Le pont de la Chaussée Belle-Vue, par lequel les riverains pourraient accéder au nouveau quartier, n’est pas encore reconstruit. Et ce ne sera pas pour demain. “Les dernières nouvelles reçues évoquent une reconstruction mais pas avant deux ans”, précise Roger Vanderstraeten."
https://www.dhnet.be/actu/monde/2023/08/03/une-influenceuse-adepte-du-crudivorisme-serait-morte-depuisement-quel-est-donc-ce-regime-alimentaire-extreme-qui-prend-de-lampleur-PEWXPNXTHZDBFMCOPRY2HZZAMA/,2023-08-03T09:02:57.281Z,"Une influenceuse, adepte du crudivorisme, serait “morte d’épuisement” : quel est donc ce régime alimentaire extrême qui prend de l’ampleur ?",2023-08-03T09:02:57.281Z,DH Les Sports +,fr-be,"Zhanna D’Art, de son vrai nom Zhanna Samsonova, est malheureusement décédée à la fin du mois de juillet. Cette influenceuse végétalienne, suivie par près de 25.000 followers sur Instagram, prônait un régime pour le moins controversé : le crudivorisme, une pratique alimentaire qui consiste à se nourrir uniquement d’aliments crus. Ses repas se composaient uniquement de fruits, de smoothies et de graines. En 2022, elle avait également affirmé ne plus boire d’eau car, d’après elle, les crudivores peuvent “puiser l’eau directement dans leur alimentation”, grâce au jus de noix de coco par exemple.
Zhanna Samsonova faisait régulièrement la promotion de son mode de vie. “Je n’ai pas été malade un seul instant. Je suis de meilleure humeur, mon esprit est plus clair. J’ai plus d’énergie, je dors et me réveille plus facilement”, écrivait-elle notamment en fin d’année dernière. Elle estimait par ailleurs que les personnes non crudivores semblaient “plus âgées”.
Cependant, sans savoir actuellement si son alimentation en est réellement la cause, son état de santé s’était dégradé ces derniers mois. Un proche de l’influenceuse explique au journal russe Vechernyaya Kazan que, ces derniers temps, Zhanna D’Art avait “l’air hagard” et “les jambes enflées” dont de “l’eau lymphatique”, s’écoulait. “Quand je l’ai vue à Phuket, j’ai été horrifié. J’habitais à l’étage au-dessus et chaque jour j’avais peur de retrouver son cadavre le matin”, raconte-t-il. Un autre proche rapporte également qu’elle “fondait sous leurs yeux, mais elle pensait que tout allait bien”. Pour sa mère, son décès serait plutôt lié à une “infection de type choléra”.
Un rapport médical devrait bientôt faire la lumière sur les circonstances de sa mort."
https://www.dhnet.be/sports/tennis/2023/08/03/legalite-salariale-entre-hommes-et-femmes-dans-le-monde-du-tennis-doux-reve-ou-future-realite-il-faudrait-que-latp-et-le-wta-collaborent-XQ3DWCGON5CRBIKGD23IYSU7EM/,2023-08-03T09:02:06.583Z,L’égalité salariale entre hommes et femmes dans le monde du tennis : doux rêve ou future réalité ? “Il faudrait que l’ATP et le WTA collaborent”,2023-08-03T09:02:06.583Z,DH Les Sports +,fr-be,"Depuis la saison 2007 et la décision prise par les organisateurs de Roland-Garros d’adopter la même politique que l’US Open, l’Australian Open et Wimbledon en matière de prize-money, tous les tournois du Grand Chelem offrent des gains similaires aux hommes et aux femmes. Une réalité aussi présente dans des tournois comme Indian Wells et Miami. Pour le reste, le niveau des gains est clairement différent avec une plus grande manne financière dédiée au circuit masculin. Dans le but de faire disparaître cette disparité et atteindre une égalité des dotations, la WTA a mis en place un plan dans lequel elle remodèle son calendrier pour inclure des événements partagés avec l’ATP, qui conduiront à terme à une parité des prize-money.
Le plan prévoit que les meilleures joueuses au monde participent régulièrement à des compétitions de premier ordre, de niveau WTA 1 000 et WTA 500, qui seraient alors combinées avec des épreuves masculines de même niveau. Ces compétitions bénéficieraient de dotations égales d’ici 2027 tandis que les événements non combinés d’une semaine atteindront l’objectif de parité d’ici 2033. La WTA compte porter à 10 le nombre de tournois de niveau 1000, dont plusieurs s’étendront sur deux semaines avec un plateau plus étoffé, comme c’est déjà le cas à Miami et Indian Wells. Dans cette optique, Rome a franchi le pas cette année, Madrid et Pékin le feront en 2024, Cincinnati et Montréal en 2025 pour atteindre le même niveau de prix en 2027. D’autres événements WTA 1 000 seraient des tournois d’une semaine à Doha et à Dubaï en février et sur un site à déterminer en octobre, avec des dotations égales d’ici dix ans. Le nombre d’événements de niveau 500 passera à 17 avec des étapes à Tokyo, Brisbane, Charleston, San Diego, Washington, Séoul, Berlin, Adélaïde, Abu Dhabi, Eastbourne, Monterrey, Strasbourg, Zhengzhou et Stuttgart, ainsi que la United Cup et deux événements dans des lieux non annoncés.
Cette semaine, le tournoi de Washington est le premier événement combiné ATP-WTA 500 et il reflète parfaitement les différences qui existent encore. Du côté des hommes, dans un tableau qui accueille 48 joueurs, le vainqueur repartira avec 320 600 euros pour 171 000 au finaliste. Chez les femmes, dans un tournoi plus relevé mais qui ne compte que 28 participantes, la lauréate empochera un chèque de 109 000 euros et la finaliste un de 67 300 euros. Lors de la conférence de presse qui a précédé l’épreuve, le propriétaire du tournoi, Mark Ein, a déclaré qu’il se félicitait de la date limite de 2027 pour la mise en place de l’égalité des prix. “On comprend bien que si on veut mettre des hommes et des femmes sur le même terrain dans une même épreuve, il faut qu’ils deviennent égaux par rapport aux primes le plus rapidement. C’est très bien. Nous avons quatre ans pour trouver le modèle économique qui nous permettra d’y arriver.”
Car le problème est bien là. Si la majorité des acteurs du tennis mondial ne sont pas rébarbatifs à offrir des prix similaires aux hommes et aux femmes, il y a une réalité économique existante qui montre qu’actuellement le circuit masculin est bien plus intéressant et plus porteur que le féminin. Que cela soit au niveau des droits TV mais aussi des assistances.
”Les redevances télévisuelles liées au tennis masculin sont 10 fois supérieures à celles du tennis féminin, expliquait la semaine dernière la directrice de l’Open du Canada (Masters 1 000), l’ancienne joueuse Valérie Tétreault. Pourtant le niveau de jeu à la WTA est assez élevé pour intéresser n’importe quel amateur de tennis. On part de loin et ce projet est ambitieux. Sur notre tournoi, la dotation allouée aux joueuses pour l’édition 2023 représente moins du tiers (32 %) de celle octroyée aux hommes. En 2025, les bourses allouées aux femmes représenteront 60 % du total donné aux hommes. La proportion passera à 78 % en 2026, puis, enfin, à 100 % en 2027. D’ici quatre ans, la dotation réservée aux joueuses augmentera de 350 % pour atteindre au moins 10 millions de dollars.”
Un des autres freins à ce doux rêve qui deviendra peut-être un jour réalité, c’est tout simplement l’existence des deux entités différentes, l’ATP et la WTA, qui gèrent chacune à leur manière des circuits qui possèdent leurs propres spécificités. C’est d’ailleurs ce qu’expliquait il y a peu Andy Murray : “Je suis en faveur de l’égalité des prix. Mais pour que le tennis soit égal, la WTA et l’ATP devraient travailler ensemble. Je ne pense pas que ce soit facile en ce moment parce que chaque circuit a des sponsors différents, des accords télévisés différents, etc. Il y a des barrières qui doivent encore bouger, mais je sens que les choses vont dans le bon sens.”
Est-ce que le plan de la WTA aboutira ? Seul l’avenir nous le dira…"
