URL,Last Modification,News Title,News Publication Date,News Name,News Language,Text Content
https://www.vrt.be/vrtnws/nl/2023/07/31/iceman-wim-hof-wordt-gelinkt-aan-13-verdrinkingen-hoe-gevaarl/,,"""Iceman"" Wim Hof wordt gelinkt aan 13 verdrinkingen: hoe gevaarlijk is zijn methode?",2023-08-01T11:24:06+02:00,VRT NWS,nl,"De Wim Hof-methode, een combinatie van meditatie, ademhalingstechnieken en blootstelling aan koude, ligt onder vuur. De methode werd ontwikkeld door Nederlander Wim Hof, beter bekend als ""The Iceman"". Een goede vriend van Hof, onderzoeksjournalist Scott Carney, linkt nu minstens 13 verdrinkingen aan Hof en de technieken die hij promoot.
Een speciale meditatietechniek waarbij je eerst gaat hyperventileren om daarna een tijdlang de adem in te houden, eventueel uitgevoerd in een ijsbad: zo zou je de Wim Hof-methode kort door de bocht kunnen samenvatten.
De Nederlander Wim Hof was al van op jonge leeftijd gefascineerd door de koude, yoga en oosterse filosofie en ontwikkelde de methode toen hij zich na het overlijden van zijn vrouw afzonderde in koude gebieden om opnieuw tot rust te komen. Hij brak meerdere kouderecords, naar eigen zeggen dankzij deze techniek.
De methode is over heel de wereld populair, maar recent ligt ze onder vuur en de beschuldigingen komen uit onverwachte hoek: onderzoeksjournalist én vriend van Wim Hof, Scott Carney. Carney was aanvankelijk grote fan van Wim Hof, maar onlangs bracht hij een documentaire uit waarin hij 13 overlijdens linkt aan de Hof-methode.
Hoe werkt de methode precies?
""Wie de methode correct uitvoert, vindt een bepaalde mentale rust die ervoor kan zorgen dat je letterlijk en figuurlijk grenzen kan verleggen"", haalt Wim Hof-instructeur Dominique Stulens de voornaamste reden aan waarom zoveel mensen hun toevlucht zoeken tot deze speciale vorm van meditatie.
Hof en zijn aanhangers zijn er ook van overtuigd dat de methode je immuniteit boost en daardoor niet alleen mentale voordelen heeft, maar ook voor je lichaam heel gezond is. ""Er zijn voldoende bewijzen van de fysieke gezondheidsvoordelen"", citeert Stulenseen recente studie.
""Er is weinig bewijs voor de gezondheidsvoordelen van minutenlang in koud water te blijven"", nuanceert inspanningsfysioloog Romain Meeusen (VUB) in ""De wereld vandaag"" op Radio 1.
Daarnaast haalt hij ook aan dat de methode niet voor iedereen even efficiënt is. ""Wim Hof heeft namelijk een genetisch voordeel"", aldus Meeusen. ""Hij heeft veel bruin vetweefsel en daardoor kan hij makkelijk lang in koude omstandigheden blijven, omdat hij zelf intern wat extra energie aanmaakt."" Die bewering wordt door Stulens dan weer weerlegd.
BELUISTER hier het gesprek met Romain Meeusens over de Wim Hof-methode in ""De wereld vandaag"":
Inspanningsfysioloog Meeusen kan zich niet uitspreken over de 13 verdrinkingen die Scott Carney aan de Hof-methode linkt, maar hij ziet wel degelijk enkele risico's.
In een ijsbad passen we niet dezelfde ademhalingstechniek toe als op een yogamat
Volgens Stulens is de methode niet gevaarlijk. Toch niet als je de juiste technieken gebruikt op het juiste moment. ""In een ijsbad passen we bijvoorbeeld niet dezelfde ademhalingstechniek toe als op een yogamat"", benadrukt hij. ""In plaats van veertig keer snel in te ademen en daarna twee minuten niet te ademen, vragen we mensen in het ijsbad de ademhaling te vertragen naar een ritme zoals je in rust zou ademen.""
Want daar schuilt volgens hem inderdaad het gevaar. Wanneer je de reguliere Wim Hof-methode correct uitvoert kan er hypoxie optreden en daardoor kan je flauwvallen. Daarom mag je die techniek op die manier niet in het water uitvoeren. ""Op de officiële websites en in onze video's en trainingen wordt dit ook altijd expliciet vermeld.""
Daarnaast haalt Stulens ook aan dat niet iedereen in aanmerking komt voor een workshop. ""Kandidaat-deelnemers moeten een vragenlijst invullen en op basis daarvan wordt beslist of ze in aanmerking komen of niet. Wie bijvoorbeeld epilepsie heeft, mag absoluut niet deelnemen. De effecten op wie zwanger is, kennen we niet en daarom mogen ook zij niet deelnemen."""
https://www.vrt.be/vrtnws/nl/2023/08/01/vandalen-kampenhout/,,"Vandalen bekladden scoutslokalen en caravan in Kampenhout, politie zoekt daders: ""Wij nemen dit heel ernstig""",2023-08-01T11:20:53+02:00,VRT NWS,nl,"Vandalen hebben de lokalen van Scouts Nederokkerzeel beklad met allerlei tekeningen en opschriften. Ze spoten met graffiti ook een hakenkruis op een raam. Datzelfde gebeurde ook op een residentiële caravan wat verderop in Kampenhout. De politie is op zoek naar de dader(s) en onderzoekt of de twee incidenten met elkaar te maken hebben.
De politie is op zoek naar een of meer vandalen die de lokalen van Scouts Nederokkerzeel hebben beklad met onder andere een hakenkruis in zwarte graffiti.  Ook wat verderop is een residentiële caravan beklad met een hakenkruis. Of de twee feiten aan elkaar gelinkt zijn, wordt nog onderzocht. Buurtbewoners van de camping vermoeden dat het incident daar een vorm van racisme is tegenover de Afrikaanse bewoner van de caravan.
Een volledig bekladde voorgevel en vernielde ruiten. Het was een onaangename verrassing voor de Scouts van Nederokkerzeel na de terugkeer van hun kamp. ""Het is niet de eerste keer, maar het is nog nooit zo extreem geweest. Een zielige daad, zeker ten opzichte van een jeugdbeweging die volledig draait op de kracht van vrijwilligers"", klinkt het teleurgesteld op Facebook."
https://www.vrt.be/vrtnws/nl/2023/08/01/frankrijk-begint-vandaag-met-evacuatie-van-onderdanen-uit-niger/,,Frankrijk begint vandaag met evacuatie van onderdanen en Europese burgers uit Niger,2023-08-01T10:31:29+02:00,VRT NWS,nl,"Frankrijk begint vandaag met de evacuatie van zijn onderdanen en andere Europese burgers uit het West-Afrikaanse land Niger. Dat heeft het Franse ministerie van Buitenlandse Zaken bevestigd. In Niger hebben militairen vorige week een staatsgreep gepleegd. Frankrijk vreest voor de veiligheid van zijn burgers in Niger.
Via de ambassade in Niamey, de hoofdstad van Niger, heeft Frankrijk zijn onderdanen laten weten dat ""een evacuatieoperatie via de lucht wordt voorbereid"". Het ministerie van Buitenlandse Zaken in Parijs heeft dat bevestigd. De evacuatie zal vandaag beginnen. Frankrijk zal ook andere Europese burgers ontzetten.
""Met het oog op de verslechterende veiligheidssituatie in Niger, en profiterend van de relatieve rust in Niamey, wordt een evacuatieoperatie per vliegtuig vanuit Niamey voorbereid"", zo staat het in een mededeling. De operatie zal ""over een zeer korte periode zal plaatsvinden"". De evacuatieoperatie wordt volgens de mededeling gecoördineerd met de Nigerese strijdkrachten.
Ook Italië zegt dat het een vlucht aanbiedt om landgenoten te repatriëren.
Er zijn zo'n 600 Franse burgers aanwezig in Niger. Frankrijk vreest dat zij zullen worden geviseerd door aanhangers van het nieuwe militaire regime. Na de staatsgreep vorige week was er al veel protest tegen de gewezen kolonisator.
Zondag probeerden duizenden aanhangers van de staatsgreep de Franse ambassade in Niamey binnen te vallen. Ze moesten met traangas uiteen worden gedreven. De Franse president Emmanuel Macron dreigde ermee om op te treden tegen iedere aanval op Franse burgers en op Franse belangen in Niger.
Keert ook Niger zich af van het Westen?"
https://www.vrt.be/vrtnws/nl/2023/08/01/mobiliteitsexpert-over-nieuw-parkeerbeleid-antwerpen/,,"Mobiliteitsexpert Dirk Lauwers vreest ""waterbedeffect"" door nieuw parkeerbeleid in Antwerpen: ""Minder verkeer in de binnenstad, maar meer erbuiten""",2023-08-01T10:29:10+02:00,VRT NWS,nl,"Dirk Lauwers, professor Stedenbouw en Ruimtelijke Planning aan de UAntwerpen, vreest voor een ""waterbedeffect"" door het nieuwe parkeerbeleid van de stad Antwerpen. In de binnenstad zal het verkeer afnemen, omdat mensen er geen parkeerplaats gaan zoeken. Maar dat zullen ze wel gaan doen in de omliggende wijken, waardoor het verkeer daar zal toenemen. ""Het basisprincipe is goed, maar er zijn nog bekommernissen.""
Vanaf vandaag mogen alleen nog bewoners hun auto op de straat parkeren in de historische binnenstad van Antwerpen. Het gaat om het gebied tussen de Scheldekaaien, de Brouwersvliet, de Leien en de Scheldestraat. Zorgverstrekkers, bepaalde ondernemers en mensen met een handicap kunnen nog wel een vergunning aanvragen. Bewoners kunnen er ook een aanvragen voor bezoekers. Alle andere bezoekers van de stad moeten hun auto voortaan parkeren in een parkeergarage.
""Het is een eerste stap om orde te gaan brengen in de chaos. Dat hebben ook al veel andere steden in Europa gedaan"", zegt Dirk Lauwers, professor Stedenbouw en Ruimtelijke Planning aan de Universiteit van Antwerpen.
Op drukke winkeldagen zal er niet genoeg plaats zijn in de parkeergarages, daar waren nu al ""parkeercarrousels""
Lauwers vreest ook dat in de parkeergarages niet altijd genoeg plaats zal zijn. ""Op gewone werkdagen zal het waarschijnlijk wel lukken, al zal dat nog moeten blijken. Op drukke winkeldagen zal dat niet het geval zijn. Er waren nu al ""parkeercarrousels"" rond die garages, op de koopzondagen en zeker ook in de koopjesperiodes. Bezoekers werden altijd al doorverwezen naar die parkings en nu blijft het sowieso nog de enige mogelijkheid.""
Meer inzetten op andere vervoersmiddelen dan de auto, blijft dus de boodschap, volgens Lauwers. ""De stad blijft toch erg benadrukken, dat je welkom bent met de auto in de binnenstad, terwijl er park-and-rides zijn en tramverbindingen. Er is ook veel geïnvesteerd in voorzieningen voor fietsers. Ze zouden toch ook nog wat nadruk mogen leggen op die alternatieven. De park-and-rides moeten veel efficiënter gebruikt worden. Die staan nu voor maar 10 tot 15 procent vol. Daar moet je dan natuurlijk het openbaar vervoer weer betrouwbaarder voor maken en ook langer laten rijden.""
Ook ondernemers moeten nadenken over andere vervoersmiddelen, vindt Lauwers. Die blijven welkom, maar moeten betalen voor vergunningen. ""Ook vroeger moesten ze al betalen om te parkeren. Je kan je ook afvragen of het echt nodig is om voor een klein klusje een bestelwagen te nemen. Dat kan misschien ook met een cargobike. Je ziet die intussen in veel steden rondrijden, ook al in Antwerpen. Dat wordt misschien wel goedkoper, want daarmee verbruik je ook geen benzine.""
Antwerpen deelt parkeervergunningen uit als Sinterklaasgeschenken, voor bewoners blijft het vloeken en zoeken
Het parkeerbeleid mag ook strenger voor bewoners, vindt Lauwers. ""Er zijn al heel veel steden die hun bewoners willen ontlasten van de parkeerdruk van bezoekers: Amsterdam, Rotterdam, Oslo, Stockholm, Zurich... Maar ook het parkeren voor bewoners is daar veel strenger. Antwerpen deelt parkeervergunningen uit als Sinterklaasgeschenken. Bewoners kunnen 2 auto's gratis parkeren. Mijn collega heeft dat onderzocht in de universiteitswijk. Daar zijn per 100 parkeerplaatsen, 130 vergunningen uitgereikt. De druk zal met het nieuwe beleid dus iets minder worden, maar voor bewoners zal het vloeken en zoeken blijven."""
https://www.vrt.be/vrtnws/nl/2023/08/01/da-s-pech-maar-geen-pechstrook-wegen-en-verkeer-komt-met-cam/,,"""Da's pech, maar geen pechstrook"": Wegen en Verkeer lanceert campagne tegen onjuist gebruik pechstrook",2023-08-01T10:12:29+02:00,VRT NWS,nl,"Om het verkeerd gebruik van de pechstrook aan te pakken en de veiligheid op pechstroken en pechhavens te verhogen, lanceert Vlaams minister van Mobiliteit Lydia Peeters (Open VLD) samen met het Agentschap Wegen en Verkeer (AWV) de campagne ""Da's pech, maar geen pechstrook"".
Bestuurders die op de pechstrook stoppen om te plassen of om te telefoneren,  bestuurders die de pechstrook gebruiken om de file te omzeilen of vrachtwagenbestuurders die parkeren op de pechstrook voor hun rustpauze... allemaal vormen van oneigenlijk en gevaarlijk gebruik van de pechstrook.
Er vallen ook nog steeds heel wat doden en gewonden op de pechstroken. De laatste drie jaar schommelde het aantal ongevallen met gewonden op pechstroken in Vlaanderen tussen de 10 en 30, waarvan jaarlijks 5 à 10 ongevallen met doden en/of zwaargewonden.
De campagne ""Da's pech, maar geen pechstrook"", die in de maand augustus loopt, benadrukt dat de pechstrook enkel gebruikt mag worden bij autopech. Voor de rest parkeren bestuurders best op een nabijgelegen parkeerterrein. Zo hopen het agentschap Wegen en Verkeer en Vlaams minister van Mobiliteit Lydia Peeters (Open VLD) het verkeerde gebruik van de pechstrook te helpen verminderen.
Met de campagne wil ik de weggebruikers bewustmaken dat de pechstrook niet gemaakt is voor alle soorten pech"", zegt minister Lydia Peeters. ""Met het drukke verkeer dat vlak ernaast voorbijraast, houdt het gebruik van de pechstrook altijd risico's in en soms zijn die levensgevaarlijk.""
Wie toch autopech heeft, moet rekening houden met een aantal veiligheidsmaatregelen: zo moeten alle passagiers een fluo hesje dragen, moet je op voldoende afstand van het voertuig een gevarendriehoek plaatsen, ga je achter de vangrail staan en bel je meteen de hulpdiensten.
Op het verkeerd gebruik van de pechstrook staan trouwens stevige boetes. Voor onterecht stoppen op de pechstrook riskeer je een boete van 160 tot 2.000 euro. Voor rijden over de pechstrook is een boete van 240 tot 4.000 euro mogelijk."
https://www.vrt.be/vrtnws/nl/2023/08/01/de-junta-in-myanmar-verleent-ex-leider-suu-kyi-gratie-voor-vijf/,,Myanmarese junta verleent ex-leider Aung San Suu Kyi gedeeltelijk gratie,2023-08-01T09:28:12+02:00,VRT NWS,nl,"De voormalige leider van Myanmar en Nobelprijswinnaar Aung San Suu Kyi (78) krijgt gratie voor 5 van de 19 misdrijven die ze volgens het regime heeft begaan. Dat melden staatsmedia. De gratieverlening maakt deel uit van de amnestie die de junta in Myanmar aan meer dan 7.000 gevangenen gaf voor de boeddhistische vastentijd. ""Maar het lijkt er niet op dat ze nu vrij zal komen"", zegt correspondente Annelie Langerak.
In 2021 voerde het leger van Myanmar een staatgreep uit. Daarbij werd de leider Aung San Suu Kyi afgezet en voor verschillende misdaden veroordeeld tot een gevangenisstraf van 33 jaar. De misdaden gaan van opruiing tot corruptie. Ze ontkende alle beschuldigingen en ging in beroep. Vorige week verliet ze de gevangenis en werd ze in de hoofdstad Naypyitaw onder huisarrest geplaatst.
Vandaag melden de Myanmarese staatsmedia dat het regime haar gratie heeft verleend voor vijf van de 19 misdrijven. ""In 14 andere zaken moet zij haar straf nog uitzitten"", zegt correspondente Annelie Langerak in ""De ochtend"". Volgens persagentschap Reuters moet ze nog in huisarrest blijven.
Wat dit nu precies betekent, is voorlopig onduidelijk. ""Zolang ze niet worden vrijgelaten, betekent dit zeer weinig"", zegt Langerak. ""Dat lijkt niet te gebeuren. Het lijkt er eerder op dat de junta verwarring probeert te zaaien voor het volk om een antwoord te geven op de brute onderdrukking.""
De militaire junta krijgt het land niet onder controle sinds de staatsgreep in 2021. ""Het volk van Myanmar heeft zich verenigd in verzetsgroepen. Dagelijks zijn er protesten en wordt er gestaakt. Het land is in complete chaos terechtgekomen.""
Suu Kyi is de dochter van de onafhankelijkheidsheld van Myanmar en werd in 1989 voor het eerst onder huisarrest geplaatst na massale protesten tegen decennia van militair bewind.
Sindsdien woedt er een conflict in Myanmar. Daarbij vielen al meer dan 3.000 doden en sloegen honderdduizenden inwoners op de vlucht.
Tijdens haar ambtstermijn als regeringsleider kreeg ze ook kritiek op de manier hoe ze omging met de Rohingya, de moslimminderheid in het westen van het land. Aung San Suu Kyi verdedigde het leger toen die de Rohingya brutaal aanviel en op bloedige wijze verdreef naar Bangladesh."
https://www.vrt.be/vrtnws/nl/2023/08/01/standaard-geen-kassaticket-meer-in-frankrijk/,,"Wie een ticket of factuur wil aan de kassa in Frankrijk, moet er voortaan expliciet om vragen",2023-08-01T09:22:26+02:00,VRT NWS,nl,"In Frankrijk krijg je vanaf vandaag niet meer automatisch een kasticket of factuur in de winkel. De Franse regering wil op die manier de verspilling van papier tegengaan. Wie toch een kassabon wil, kan dat wel nog altijd krijgen maar je moet er dan wel naar vragen. Ook een elektronisch ticket via mail, sms of op je klantenkaart is mogelijk.
De Franse regering komt ook met cijfers over de papierverspilling. ""Een derde van de Franse klanten gooit een kassabon meteen weg. Per jaar worden 30 miljard bonnetjes geprint, 150.000 ton aan papier"", geeft correspondent Frank Renout in ""De ochtend"" op Radio 1 mee.
De maatregel had al eerder in werking moeten treden, op 1 januari van dit jaar al. Maar dat werd uitgesteld tot 1 april. Toen de discussie over inflatie hard leefde, werd de datum opnieuw opgeschoven. Tot vandaag dus.Op het verbod gelden wel verschillende uitzonderingen, onder meer voor elektroapparaten waarop een garantie geldt. Ook in hotels en restaurants blijven papieren tickets bestaan, omdat die uitgaven soms als onkosten worden aangegeven. Ook weegschalen in grootwarenhuizen blijven bons afdrukken om te kunnen scannen.
Consumentenorganisaties maken zich zorgen over de privacy
Frank Renout maakt wel enkele kanttekeningen bij de aanpassing. ""Grote consumentenorganisaties maken zich zorgen over de privacy van klanten als alle informatie wordt gedigitaliseerd. Grote bedrijven kunnen daarmee aan de slag gaan om je te benaderen. Zit de klant daarop te wachten? Specialisten wijzen daarnaast op digitale bonnen die járen moeten bewaard worden op servers. Dat kost veel stroom en dat levert CO2-uitstoot op.""
ELUISTER - Het volledige gesprek met Frank Renout in ""De ochtend"":
Ook Wallonië pakt de kassabon aan. Het Waals parlement keurde in maart een afvaldecreet goed dat het mogelijk maakt de papieren versie te verbieden. De maatregel zou dit jaar nog ingaan, maar eerst moet het decreet gepubliceerd worden in het Belgisch Staatsblad.Voorlopig zijn er geen concrete plannen voor Vlaanderen, hoewel steeds meer en meer winkels op de digitale kar springen. Zo krijg je bij kledingketen LolaLiza je kassabon al via mail."
https://www.vrt.be/vrtnws/nl/2023/08/01/machine-veroorzaakt-brand-bij-veevoederbedrijf-in-roeselare/,,Machine veroorzaakt brand bij veevoederbedrijf in Roeselare,2023-08-01T08:46:00+02:00,VRT NWS,nl,"In Roeselare de brand in veevoederbedrijf Debaillie onder controle. Op de eerste verdieping was er brand ontstaan in een machine, wat gepaard ging met serieuze rookontwikkeling. Er raakte niemand gewond.
Het was een werknemer van de firma Debaillie die de brand opmerkte bij het veevoederbedrijf langs de Roeselaarse vaart. Rond half zeven stond een machine in brand en dat zorgde voor veel rook. De brandweer kreeg het vuur snel onder controle en kon voorkomen dat de silo's van het bedrijf in brand vlogen.
""In een dergelijk complex gebouw is het niet altijd even gemakkelijk om een brand te blussen"", legt Toon Dumoulin van de brandweer van Roeselare uit. ""We hebben gelukkig vlot de oorzaak gevonden. Een technisch probleem ligt aan de basis van de brand."""
https://www.vrt.be/vrtnws/nl/2023/08/01/zelfde-wolkenkrabber-in-moskou-geraakt-bij-nieuwe-droneaanval/,,Zelfde wolkenkrabber in Moskou getroffen door nieuwe droneaanval,2023-08-01T07:22:42+02:00,VRT NWS,nl,"Een drone heeft een wolkenkrabber in de Russische hoofdstad Moskou getroffen. Dat zegt de burgemeester van de stad, Sergej Sobjanin. Hij heeft geen gewonden gemeld. Het gaat om dezelfde wolkenkrabber die zondag doelwit was van een droneaanval.
""Verschillende drones zijn vannacht neergeschoten, maar één drone vloog in dezelfde toren in het Moskou-Citycomplex (zakenwijk, red.)"", zei Sobjanin op berichtendienst Telegram. Hij heeft het over de toren waar afgelopen zondag ook een drone tegenaan was gevlogen. De andere drones zouden zijn neergehaald door het luchtafweersysteem.
Volgens Sobjanin zijn er geen gewonden. Het gebouw raakte beschadigd op de 21e verdieping en zo'n 150 vierkante meter beglazing werd vernield, zegt hij. De hulpdiensten waren snel ter plaatse. De internationale luchthaven van Moskou, Vnukovo, werd korte tijd gesloten.
Wie verantwoordelijk is, blijft voorlopig onduidelijk. Het Russische ministerie van Defensie kijkt naar Oekraïne, maar nog geen enkele Oekraïense leidinggevende heeft de aanval opgeëist.
BEKIJK - Ooggetuigen vertellen wat er precies gebeurde:
Het zou al zeker de vijfde keer zijn sinds mei dat een drone Moskou bereikt. In mei vloog zelfs een drone in op het Kremlin. Oekraïne heeft nog geen enkele aanval opgeëist. De Oekraïense president Volodimir Zelenski zei zondag na de eerste droneaanval op de wolkenkrabber wel dat aanvallen op Russisch territorium een ""onvermijdelijke, natuurlijke en volkomen eerlijke ontwikkeling"" zijn.
""Geleidelijk aan komt de oorlog naar het Russische territorium, naar zijn symbolische centra en militaire basissen"", zei hij zondag na de vorige droneaanval op de wolkenkrabber.
De droneaanvallen op Moskou volgen op een Russische aanval op Charkiv. Een drone sloeg er in op een studentenwoning. Twee verdiepingen raakten volledig verwoest, zei de burgemeester Ihor Terechov. Een persoon raakte toen gewond.
Afgelopen nacht zou Rusland ook een aanval hebben afgeslagen van drie Oekraïense drones op haar patrouilleboten in de Zwarte Zee. ""De drie vijandelijke marinedrones werden vernietigd"" door vuur van de Russische schepen, aldus het ministerie, dat eraan toevoegde dat de schepen werden aangevallen 340 km ten zuidwesten van Sebastopol, de thuishaven van de Russische Zwarte Zeevloot in de geannexeerde Krim.
Maritieme drones zijn onbemande, vanop afstand bestuurde vaartuigen die op het wateroppervlak opereren. Moskou beschuldigt het Oekraïense leger regelmatig van het gebruik van dit soort drones om doelen in de Zwarte Zee aan te vallen.
De Zwarte Zee staat in het middelpunt van de verhoogde spanningen nadat Rusland zich vorige week had teruggetrokken uit een internationale overeenkomst over de Oekraïense graanexport.
Moskou en Kiev waarschuwden beide schepen van de tegenstander die op de Zwarte Zee varen dat ze doelwit kunnen zijn als ze naar vijandelijke havens varen.
Bij de Russische aanvallen van gisteren in het zuiden van Oekraïne zijn ondertussen al zeker zeven burgers om het leven gekomen. In de stad, Kryvy Rig, de geboortestad van Zelenski, sloegen twee Russische raketten in.
Een daarvan trof een negen verdiepingen tellend flatgebouw. Oleksandr Vikul, de militaire leider van de stad, had het rond de middag over zeker vijf doden, onder wie een moeder en haar tienjarige dochter. De lokale autoriteiten vermoeden dat er nog meer mensen onder het puin liggen. Het getroffen appartement is deels uitgebrand en dreigt in te storten, blijkt uit videobeelden.
In de stad Cherson, die in oktober 2022 bevrijd werd van de Russische bezetter, kwam een medewerker van het gemeentepersoneel om bij Russisch artillerievuur, zegt het lokale militaire bestuur. Twee collega's raakten gewond. En in de namiddag kwam nog een man om door Russische schoten, een andere raakte gewond. Het grootste deel van de provincie Cherson blijft bezet door Russische troepen.
De Oekraïense president Volodimir Zelenski betuigde zijn medeleven met de slachtoffers via berichtendienst Telegram. Hij veroordeelde de ""Russische terreur""."
https://www.vrt.be/vrtnws/nl/2023/08/01/x-logo-verwijderd/,,Nieuwe fel knipperende logo op kantoorgebouw van mediaplatform X (het voormalige Twitter) is al verwijderd,2023-08-01T07:19:42+02:00,VRT NWS,nl,"Een gigantische, fel knipperende X, die moest dienen als nieuw logo op het kantoorgebouw in San Francisco van het bedrijf dat voormalig gekend was als Twitter, is verwijderd. Het logo werd pas vrijdag geïnstalleerd, maar de stad kreeg er dit weekend toch al 24 officiële klachten over. Het zou niet alleen onveilig geplaatst zijn, maar het felle knipperlicht was ook enorm storend voor sommige buren.
Miljardair Elon Musk heeft socialemediaplatform Twitter omgedoopt tot X. En net als bijde invoering van de betalende blauwe vinkjeskort na het aantreden van de nieuwe eigenaar van het bedrijf verloopt de rebranding van X vrij chaotisch.
Vorige week maandag kondigde Linda Yaccarino, die vorige maand de functie als CEO van Twitter van Musk overnam, aan dat de naamsverandering een feit was. ""Lights, camera, X"", schreef ze onder meer op haar eigen socialemediaplatform.
Bij een nieuwe naam hoort een volledige make-over en hoewel er al een digitale X de gevel sierde van het hoofdkantoor in San Francisco moesten zo snel mogelijk alle fysieke herinneringen aan het oude Twitter gewist worden.
Op een gegeven moment was door de kortstondige pauze enkel nog ""er"" te lezen op het gebouw. Restanten van het woord Twitter.
Enkele dagen later, op vrijdag, prijkte er plots een gigantische X op het dak van het kantoorgebouw. Het departement Bouwinspectie van de stad kon niet lachen met de plotse wijziging. Niet alleen was er opnieuw geen vergunning aangevraagd - wat nodig is wanneer je het historische karakter van een gebouw wijzigt -, maar ook de nodige veiligheidsinspecties hadden niet plaatsgevonden.
Op de koop toe waren ook de buren niet opgezet met het nieuwe logo. Het licht van de X was ontzettend fel en knipperde bovendien heel hard. Op sociale media circuleerden al snel video's van buurtbewoners die aantoonden hoe storend dat licht was.
De stad kreeg in een mum van tijd 24 klachten binnen. Klachten die blijkbaar ook tot bij de X-top geraakt zijn, want vandaag blijkt dat het logo - even snel als het kwam - opnieuw verdwenen is."
