,source_url,article_title,article_text,published_date
0,https://www.levif.be/environnement-2/les-oceans-ont-battu-un-nouveau-record-mondial-de-temperature-en-surface/,Les océans ont battu un nouveau record mondial de température en surface,"
	La température de surface des océans n’avait jamais été aussi élevée, indique vendredi l’observatoire européen Copernicus.

",04-08-2023
1,https://www.levif.be/international/les-inedits-de-vadot-pierre-palmade-le-chat-de-geluck-et-georges-louis-bouchez/,"Les inédits de Vadot: Pierre Palmade, le Chat de Geluck et Georges-Louis Bouchez","
	Pendant ses vacances, notre dessinateur de presse Nicolas Vadot vous offre une sélection de dessins inédits réalisés en 2023.

",04-08-2023
2,https://www.levif.be/international/pourquoi-le-pouvoir-ukrainien-a-t-il-change-de-vision-au-sujet-des-attaques-sur-moscou/,Pourquoi le pouvoir ukrainien a-t-il changé de vision au sujet des attaques sur Moscou ?,"
	Instiller un sentiment de vulnérabilité des moyens de défense au sein de la population étant loin d’être garanti, l’intérêt des opérations ukrainiennes est questionné.

",04-08-2023
3,https://www.levif.be/societe/sante/les-pharmaciens-pourront-administrer-le-vaccin-contre-la-grippe-cet-automne/,Les pharmaciens pourront administrer le vaccin contre la grippe cet automne,"
	Les médecins généralistes ne seront plus les seuls à pouvoir le faire, a annoncé le ministre de la Santé Franck Vandenbroucke (Vooruit).

",04-08-2023
4,https://www.levif.be/consommation-2/delhaize-plus-de-400-candidatures-les-negociations-avec-les-repreneurs-se-poursuivent/,"Delhaize: « Plus de 400 candidatures », les négociations avec les repreneurs se poursuivent","
	Pour rappel, l’enseigne au lion possède 128 magasins en gestion propre qu’elle souhaite franchiser.

",04-08-2023
5,https://www.levif.be/belgique/fees-dragons-fantomes-six-balades-pour-decouvrir-les-contes-et-legendes-de-wallonie/,"Fées, dragons, fantômes…: 6 balades pour découvrir les contes et légendes de Wallonie","
	La Belgique est terre de contes et de légendes. Leur histoire s’est souvent effacée avec le temps. Pas leurs lieux. Le Vif/L’Express vous y emmène, en six balades fantastico-touristiques.

",04-08-2023
6,https://www.levif.be/belgique/direction-des-affaires-etrangeres-le-mr-est-il-intervenu-en-faveur-de-theodora-gentzis/,Direction des Affaires étrangères: le MR est-il intervenu en faveur de Theodora Gentzis?,"
	Depuis 3 ans, Theodora Gentzis est directrice ad interim du ministère des Affaires étrangères. Alors que la candidate MR a raté l’examen pour accéder au poste de direction à deux reprises, le parti libéral pourrait avoir modifié l’épreuve pour lui faciliter la tâche.

",04-08-2023
7,https://www.levif.be/sante-2/les-bienfaits-insoupconnes-des-doigts-de-pied/,Les bienfaits insoupçonnés des doigts de pied,"
	Plus fin et moins souple, notre pied a évolué pour faciliter la marche et la course. Nos orteils sont devenus plus petits mais chacun d’eux a son rôle à jouer, notamment le petit orteil.

",04-08-2023
8,https://www.levif.be/sport/foot/alexander-blessin-le-nouveau-coach-de-lunion-qui-decoiffe-portrait/,"Alexander Blessin, le nouveau coach de l’Union qui décoiffe (portrait)","
	Nouvel homme fort d’une Union qui a réussi son départ, Alexander Blessin est le professeur d’un football qui décoiffe. Avis de tempête sur le parc Duden.

",04-08-2023
9,https://www.levif.be/belgique/voici-le-nombre-de-distributeurs-de-cash-qui-ont-disparu-sur-un-an/,Voici le nombre de distributeurs de cash qui ont disparu en un an,"
	L’an dernier, les banques belges ont à nouveau supprimé plus de 10% des points de retrait d’argent.

",04-08-2023
10,https://www.levif.be/international/afrique/le-president-du-niger-inquiet-le-putsch-pourrait-avoir-des-consequences-devastatrices/,Le président du Niger inquiet: « Le putsch pourrait avoir des conséquences dévastatrices »,"
	Selon Mohamed Bazoum, le Sahel pourrait passer sous contrôle russe après le coup d’Etat de la junte militaire dans son pays.

",04-08-2023
11,https://www.levif.be/belgique/politique/primes-de-pension-siegfried-bracke-au-conseil-detat-pour-tenter-de-garder-son-butin/,Primes de pension: Siegfried Bracke au Conseil d’Etat pour tenter de garder son butin,"
	L’ex-président de la Chambre a bénéficié d’un montant d’indemnités de retraite au-dessus du plafond légal, mais ne veut pas rembourser.

",04-08-2023
12,https://www.levif.be/opinions/chroniques/vent-du-nord-de-pierre-havaux-quand-zuhal-demir-coupe-les-vivres-a-lactivisme-climatique/,Vent du Nord de Pierre Havaux: quand Zuhal Demir coupe les vivres à l’activisme climatique,"
			Pierre Havaux
		",04-08-2023
13,https://www.levif.be/societe/des-baptemes-etudiants-plus-surs-le-milieu-etudiant-est-un-gros-chantier/,Des baptêmes étudiants plus sûrs ? «Le milieu étudiant est un gros chantier»,"
	Dans les milieux festifs, campagnes et formations antiharcèlement et violences sexuelles fleurissent. Elles débarquent dans les cercles universitaires.

",04-08-2023
14,https://www.levif.be/international/amerique/etats-unis/trump-plaide-non-coupable-un-jour-tres-triste-pour-les-etats-unis/,Trump plaide non-coupable: « Un jour très triste pour les Etats-Unis »,"
	La justice reproche à l’ancien président américain, favori de son parti pour les prochaines élections, d’avoir tenté d’inverser frauduleusement le résultat du scrutin de 2020.

",04-08-2023
