URL,Last Modification,News Title,News Publication Date,News Name,News Language,News Text
https://www.lavenir.net/regions/mons-centre/mons/2023/08/02/le-revetement-de-la-n6-a-hauteur-dhyon-va-etre-refait-D5R6RUBOCRDZJNPORZ4ROVXHQU/,2023-08-02T08:58:07.213Z,"Le revêtement de la N6, à hauteur d’Hyon, va être refait",2023-08-02T08:58:07.213Z,L'Avenir,fr-be,"À partir de ce lundi 7 août, les automobilistes seront invités à la patience et à la prudence lorsqu’ils circuleront sur la N6, à hauteur d’Hyon. En effet, le Service Public de Wallonie (SPW) débutera la réfection des revêtements de cette voirie particulièrement fréquentée. Afin de minimiser l’impact sur la circulation, le chantier s’organisera en plusieurs phases.
Concrètement, les travaux viseront à réfectionner les couches supérieures du revêtement de la N6, entre le carrefour formé par la nationale avec la N543 et la rue de Monte-en-Peine et le carrefour formé avec l’avenue de la chasse Royale, ainsi qu’au niveau du giratoire du Bélian, situé au carrefour N6-N544.
Dès ce lundi 7 avril et jusqu’au vendredi 11 août, la N6 sera fermée à la circulation entre les carrefours N6-Avenue de la chasse Royale et la N6-rue des Canadiens. Les usagers seront de ce fait invités à suivre les déviations locales mises en place. Du mercredi 16 août jusqu’au dimanche 27 août, les usagers circulant sur la N6 ne pourront pas emprunter la nationale entre les carrefours N6-rue des Canadiens et le carrefour N6-N543/rue de Monte-en-Peine. Une déviation sera mise en place via le R5.
Les modalités pratiques et les dates des travaux portant sur le giratoire situé au carrefour N6-N544 seront quant à elles communiquées ultérieurement. Le chantier, bien nécessaire, représente un budget de près de 250 000 euros HTVA, financé par la Sofico, maître d’ouvrage. Il sera mené en collaboration avec son partenaire technique, le SPW Mobilité et Infrastructures, par la société Colas, désignée à l’issue d’un marché public."
https://www.lavenir.net/actu/monde/2023/08/02/genevieve-de-fontenay-est-morte-a-lage-de-90-ans-PEJYWGMPKRBFZPSP5YUCGHGACI/,2023-08-02T08:53:16.238Z,Geneviève de Fontenay est morte à l'âge de 90 ans,2023-08-02T08:53:16.238Z,L'Avenir,fr-be,"""Miss Élégance 1957 n'est plus. Geneviève de Fontenay est décédée"", a annoncé ce mercredi son fils Xavier à TF1-LCI.
L'ancienne dirigeante du Comité Miss France avait 90 ans.
Ses chapeaux, son style désuet et son franc-parler ont fait d'elle une icône française, célèbre dans le plus petit village de l'hexagone: Geneviève de Fontenay a défendu farouchement depuis 1954 la tradition des reines de beauté, ""ambassadrices de l'élégance et de la morale"".
La ""dame au chapeau"" avait annoncé en 2015 la fin d'un règne de 60 ans sur le monde des Miss.
+ Bientôt plus d'infos"
https://www.lavenir.net/actu/societe/2023/08/02/deux-morts-a-tomorrowland-2023ll-faut-reduire-les-risques-en-offrant-aux-festivaliers-la-possibilite-de-faire-controler-leurs-drogues-2SNMFWXHHZGONM2A46XAMZBOYQ/,2023-08-02T08:54:15.806Z,Deux morts à Tomorrowland 2023:“ll faut réduire les risques en offrant aux festivaliers la possibilité de faire contrôler leurs drogues…”,2023-08-02T08:54:15.806Z,L'Avenir,fr-be,"Sciensano plaide pour une sensibilisation autour d’un usage sûr des drogues en festival au lieu d’une interdiction pure et simple. Cette réaction de l’Institut de santé publique intervient après deux décès possiblement liés à la drogue à Tomorrowland.
Six personnes sont décédées à Tomorrowland au cours des 11 dernières années, dont quatre après avoir consommé des stupéfiants. L’organisation du festival affirme mettre tout en œuvre pour assurer le contrôle et la sécurité. Sciensano soutient ces actions mais insiste sur l’importance d’un renforcement de la prévention et de l’éducation autour des drogues, non seulement dans le cadre du festival mais également dans notre société en général.
”Les études internationales le confirment : il faut réduire les risques en offrant aux festivaliers la possibilité de faire contrôler leurs drogues et en leur proposant une plate-forme de discussion, par exemple. Souvent, les consommateurs ne savent pas ce qu’ils achètent et s’exposent donc à un risque. Alerter contre certaines drogues nocives circulant sur le site par le biais de panneaux dynamiques peut également avoir un effet préventif”, explique Margot Balcaen, du Système belge d’alerte précoce sur les drogues de Sciensano. “Une telle politique de réduction des risques nécessite un cadre de travail adapté, car elle requiert une coopération intensive entre la santé publique, les forces de police et les travailleurs sociaux.”
La mise en place de ce genre de mesures nécessite des ressources, reconnaît Margot Balcaen. “Mais si nous voulons vraiment nous attaquer au problème de la drogue, nous devons réduire, voire supprimer la stigmatisation qui l’entoure.”
Le Centre flamand de l’expertise sur l’alcool et les autres drogues (VAD) estime de son côté que les organisateurs de Tomorrowland ont fait un grand pas en avant en admettant que le festival ne pourrait jamais être exempt de drogues. “Cela ouvre la voie aux mesures de sensibilisation et aux initiatives de réduction des risques”, selon la directrice de l’organisation, Katleen Peleman. “Les festivaliers pourront par exemple être informés par des canaux appropriés des risques liés à la consommation combinée de différentes drogues”, fait-elle valoir.
D’après le centre d’expertise, une communication ouverte permettra également de demander de l’aide plus aisément en cas de problème lié à la consommation de stupéfiants. Faire croire qu’aucune drogue ne circule dans un festival retient la personne qui en consomme de se rendre aux services de secours, de crainte d’avoir des ennuis avec la justice ou de recevoir une amende, souligne Mme Peleman. “Il est important d’aller chercher de l’aide immédiatement et d’oser dire ce que l’on a pris”, plaide-t-elle.
”La consommation de stupéfiants reste illégale”, a rappelé la députée Kathleen Depoorter (N-VA) après le plaidoyer de Sciensano. Celle-ci estime toutefois qu’il est nécessaire de rappeler “au consommateur qu’il n’existe pas de drogues sûres ou saines”.
Elle préconise par ailleurs de tester les drogues saisies en festival et d’envoyer des avertissements en cas de danger. Le VAD voit également dans cette mesure un intérêt, pointant qu’il est “illogique” que les festivaliers ne soient pas informés des dangers potentiels."
https://www.lavenir.net/regions/sambre-meuse/2023/08/02/une-ceremonie-en-souvenir-des-aviateurs-tombes-a-regniowez-HSIIAQEYJRGONMJ4L2T2UQFRHI/,2023-08-02T08:51:00Z,Une cérémonie en souvenir des aviateurs tombés à Regniowez,2023-08-02T08:51:00Z,L'Avenir,fr-be,"Dimanche matin, un panneau a été dévoilé devant la Mairie de Regniowez rappelant le sort tragique de jeunes aviateurs français et alliés abattus en mission et tombés sur le territoire de Regniowez.
Nous en avions rappelé les circonstances dans l’Avenir du mercredi 26 juillet.
Chaque année, le Souvenir Français fleurit les tombes de ces aviateurs et en dévoilant cette plaque, le maire de Regniowez Jean-Yves Lagneaux, les autorités présentes et le 39e Régiment des Rièzes et Sarts, à l’initiative de cette commémoration, ont voulu que ces événements ne tombent pas dans l’oubli.
Après le discours du maire, un vin d’honneur avait été prévu ainsi qu’un barbecue, l’occasion pour les anciens présents de rappeler leurs souvenirs de cette époque. Une exposition de véhicules militaires américains et français appartenant aux membres du 39e Régiment des Rièzes et Sarts, un groupe de passionnés qui restaurent ces véhicules, a suscité beaucoup d’intérêt du public présent.
A 14 h, le public a pu prendre place dans les camions et les jeeps pour se rendre en convoi aux différents endroits où les avions se sont écrasés. Outre le fait de se promener à bord de ces véhicules mythiques, le public a été impressionné de découvrir ces endroits ainsi qu’un autre monument érigé à la mémoire de sept jeunes enfants morts dans l’explosion d’une munition datant de la première guerre mondiale, que l’un d’eux avait manipulé et jeté dans un feu sans se rendre compte du danger.
C’est assurément une belle collaboration transfrontalière qui, après autant d’années, favorise la rencontre et fait que les souvenirs évoqués ne tombent pas dans l’oubli. Cela contribue aussi à entretenir la profonde amitié qui lie les habitants de nos deux pays au destin commun."
https://www.lavenir.net/regions/brabantwallon/sports/2023/08/02/jodoigne-d3-acff-en-stage-pour-creer-une-equipe-H76GWIFOKNDMTMSAJRATOXXABE/,2023-08-02T08:44:00Z,Jodoigne (D3 ACFF) en stage pour créer une équipe,2023-08-02T08:44:00Z,L'Avenir,fr-be,"Les joueurs de la RAS Jodoigne sont partis se ressourcer pendant trois jours du côté d’Auderghem. L’occasion de faire le point à moins d’un mois de la reprise du championnat avec l’entraîneur, Steve Dessart.
""Une certitude: je dispose d’un bon groupe, solidaire. Du début à la fin, nous avons vécu un stage très positif. Et puis, il n’y a rien à faire. Quand on part trois jours et que là-dedans, on laisse une soirée aux joueurs, cela fait beaucoup. On sait que l’entraînement du lendemain ne sera pas top mais ils étaient tous là. Je suis vraiment très content de l’intégration des nouveaux, il n’y a d’ailleurs pratiquement plus que ça. Une fois que j’aurai récupéré tout le monde, on aura tout pour vivre une bonne saison humainement avec un groupe qui possède aussi beaucoup de qualités sportives. Mais il faut que cela prenne.""
En plus des séances d’entraînement, le coach a proposé du paintball lors du stage. ""On doit absolument former un véritable groupe, ce qui nous manqué par moments l’année passée.""
À entendre le coach et voir l’ambiance qui règne entre les joueurs, c’est bien parti. ""Je tiens en tout cas à remercier le club. J’avais demandé pour pouvoir partir en stage, avoir une caméra et des mannequins. C’est facile pour certains clubs et Jodoigne a fait les efforts pour que ce soit possible pour nous. C’est top et les joueurs vont bien le rendre.""
Litongé, la dernière recrue, n’était pas présent au stage. Pohl, Dichiara, Berisha, Mirabile et Simonini non plus. Tous devraient être retour dans les prochains jours, si ce n’est pas déjà le cas cette semaine.
En attendant, l’équipe a terminé son stage par une victoire (3-1) devant la réserve de Visé. ""La finalité était de terminer le stage avec une victoire. J’ai vu des joueurs avec beaucoup de course et un niveau technique assez élevé. On marque sur corner, ce qui n’avait plus été le cas depuis longtemps. On n’a pas encore bossé les phases arrêtées et les passes dans les 30 derniers mètres mais il y avait du mouvement, de l’envie, de la communication et un esprit de groupe. C’était vraiment bien et Jodoigne est dans les temps.""
En espérant maintenant trouver des remplaçants à Sacha Bustin et Romain Puttemans qui ont décidé d’arrêter. ""Ce sont deux nouvelles inopinées. Sacha n’avait pas encore commencé en équipe première mais j’étais persuadé qu’il avait de grosses qualités. Quant à Romain, je pars du principe que si un enfant du club décide de partir, il y a des raisons. C’est du domaine privé et personnel, on ne sait faire qu’accepter la chose et trouver un remplaçant. Dommage, d’autant plus que l’on nous avait proposé beaucoup de défenseurs centraux de top qualité que l’on n’a pas pris vu que l’on avait ce qu’il nous fallait mais on doit continuer à avancer."""
https://www.lavenir.net/fil-info/belgiqueetmonde/2023/08/02/coup-detat-au-niger-un-avion-francais-transportant-262-rapatries-du-niger-dont-des-belges-atterrit-a-paris-GYLX4E2DYVCSVPP7HNLRERCYIY/,2023-08-02T05:35:40.512Z,"Coup d'Etat au Niger: un avion français rapatrie 262 personnes, dont 15 Belges et ayants droit",2023-08-02T05:35:40.512Z,L'Avenir,fr-be,"""Il y a 262 personnes à bord de l'avion qui est un Airbus A330, dont une douzaine de bébés"", avait indiqué à l'AFP dans la soirée la ministre française des Affaires étrangères Catherine Colonna.
Outre une grande majorité de Français, ont également atterri des Nigériens, des Portugais, des Belges, des Ethiopiens et des Libanais, a précisé à la presse présente à l'aéroport de Roissy le ministère des Affaires étrangères.
Un second vol devrait atterrir dans la nuit, avec à son bord Français, Nigériens, Allemands, Belges, Canadiens, Américains, Autrichiens et Indiens, d'après la même source.
Le SPF Affaires étrangères avait, dans la journée de mardi, indiqué que plusieurs ressortissants belges et ""intéressés"" ayant manifesté leur volonté de quitter le Niger seraient évacués à bord d'avions français.
La France a décidé d'évacuer dès mardi ses ressortissants du Niger, ""compte tenu de la situation à Niamey"", avait annoncé mardi matin le ministère des Affaires étrangères dans un communiqué.
Le souhait des autorités est de clore l'opération à la mi-journée mercredi. Quatre avions de rapatriement ont pour l'instant été prévus.
Un coup d'Etat au Niger, mené par le général Abdourahamane Tiani, a renversé le président élu Mohamed Bazoum la semaine dernière. Le général Tiani a justifié ce putsch par ""la dégradation de la situation sécuritaire"" dans un pays miné par la violence de groupes jihadistes.
Quinze Belges et ayants droit ont quitté le Niger dans la nuit de mardi à mercredi à bord de vols français, a indiqué le SPF Affaires étrangères à l'agence Belga. Sur le réseau social X, anciennement Twitter, la ministre Hadja Lahbib a remercié son homologue française Catherine Colonna. ""La sécurité de nos compatriotes est notre principale préoccupation"", écrit-elle.
Les Affaires étrangères avaient annoncé mardi que plusieurs ressortissants belges et ""intéressés"" ayant manifesté leur volonté de quitter le Niger seraient évacués à bord d'avions français. Il s'agit de personnes de nationalité belge et de ""parties intéressées"" qui ont un lien avec la Belgique, notamment familial.
Selon les informations des Affaires étrangères communiquées mardi, quelque 110 Belges étaient présents dans le pays d'Afrique de l'Ouest.
Un coup d'État a eu lieu au Niger la semaine dernière, chassant du pouvoir le président démocratiquement élu Mohamed Bazoum. Le général Abdourahamane Tchiani s'est autoproclamé nouvel homme fort du pays en proie à des troubles."
https://www.lavenir.net/regions/luxembourg/gouvy/2023/08/02/gouvy-et-erezee-en-lice-cet-ete-dans-lemission-mon-plus-beau-village-sur-la-une-OECA5JH7PRBS7BJJHLEEDYEWM4/,2023-08-02T08:39:00Z,"Gouvy et Érezée en lice cet été dans l’émission ""Mon plus beau village"" sur La Une",2023-08-02T08:39:00Z,L'Avenir,fr-be,"Quel village succédera à Aubechies qui, l’été dernier, avait remporté la troisième saison de l’émission de La Une ""Mon plus beau village"" ? Réponse le 2 septembre lors de la finale. D’ici là, l’émission, diffusée tous les samedis en soirée, nous emmènera à la découverte de six nouveaux villages, défendus par six personnalités de la RTBF. Anne-Laure Macq et Walid ont déjà présenté Barbançon (Hainaut) et Chaumont-Gistoux (Brabant-Wallon). Caroline Dossogne défendra Celles (Namur) et Cyril Detaye: Soiron (Liège).
Après Sohier et Rochehaut l’été dernier, notre province de Luxembourg sera à nouveau bien représentée. Gouvy entrera en lice dès ce samedi 5 août et sera défendu par Héloïse Blanchaert, chroniqueuse du 6-8 et de l’équipe des ""Super Nanas"" en radio sur Vivacité. Et le samedi 26 août, on découvrira Érezée sur les pas du journaliste sportif Benjamin Deceuninck.
Une grande finale sera organisée en direct le samedi 2 septembre où un ultime défi sera lancé. Un vote des téléspectateurs sera aussi lancé. Mais avant cela, durant les six semaines de diffusion, en plus du vote des animateurs, les téléspectateurs ont la possibilité d’accorder des étoiles à chaque village en votant du samedi soir au mercredi midi sur le site rtbf.be/monplusbeauvillage."
https://www.lavenir.net/regions/sambre-meuse/2023/08/02/la-marche-saint-andre-de-sortie-de-1er-week-end-daout-a-vogenee-JOX6G74CZVB4ND5IXUGYZYDUXE/,2023-08-02T08:38:00Z,La marche Saint-André de sortie de 1er week-end d'août à Vogenée,2023-08-02T08:38:00Z,L'Avenir,fr-be,"Ces 5, 6 et 7 août, le petit village de Vogenée inaugurera la série des trois marches aoûtiennes qui animeront l’entité de Walcourt. ""Nous nous préparons à vivre notre 50e sortie mais pas encore la 50e procession"", nuance Jean-Pierre Bayot, membre du comité de la marche. ""En effet, lors de la première sortie, seuls les marcheurs étaient de la partie sans la statue de notre saint patron. Nous célébrerons donc notre 50e anniversaire comme il se doit l’an prochain"", précise-t-il.
Cette année, on assistera donc à une Saint-André ordinaire avec ses temps forts habituels que sont: la sortie de la compagnie le samedi à partir de 14 h 30 qui sera suivie d’une soirée années 80 à la salle ACA (entrée gratuite). Dimanche, le départ de la compagnie est fixé à 9h au Moulin. A 10 h 30, messe en plein air au complexe Jean-Pierre Bayot, en espérant que la pluie épargne les fidèles. La matinée s’achèvera par la remise des médailles à midi et le dîner à la salle ACA.
Le départ de la procession de la chapelle Saint-André est fixé à 15h en compagnie de la Société royale l’Union d’Yves-Gomezée. A 16 h 15, la marche visitera le camping ""Le Cheslé"" et formera un bataillon au carré à 17 h 30 au complexe Jean-Pierre Bayot. La rentrée de la procession est prévue aux alentours de 18 h 15. Une soirée clôturera la journée à la salle ACA. Lundi, les marcheurs se retrouveront à la salle ACA dès 9 h 30 et la messe en mémoire des marcheurs défunts sera dite à 10h à la chapelle Saint-André. L’après-midi: 12 h 30: dîner à la salle ACA, dès 15 h: décharges aux quémandeurs et soirée à 20 h. Une retraite aux flambeaux clôturera les festivités à 21 h 30."
https://www.lavenir.net/actu/belgique/2023/08/02/politique-les-metiers-de-lombre-le-greffier-est-lautre-patron-de-la-chambre-des-representants-MI5UEJNPK5HIBOJI4DQHOI2ALQ/,2023-08-02T04:22:00Z,"Politique, les métiers de l’ombre : le Greffier, l’autre “patron” de la Chambre des représentants (vidéo)",2023-08-02T04:22:00Z,L'Avenir,fr-be,"Chaque jeudi, à 14 h 15, une sorte de rituel se met en place dans l’hémicycle de la Chambre des représentants à Bruxelles. Installée au perchoir, la présidente Éliane Tillieux (PS) prend son marteau et lance le traditionnel “Mesdames et messieurs, la séance est ouverte”.
À ses côtés, se tient un homme discret à la silhouette fine. Tout au long de la séance, il va présenter des documents à la présidente et lui glisser, de façon discrète mais très régulière, quelques mots.
Cette personne n’est pas parlementaire. Et encore moins politique. Il s’agit de Jan Deltour, le Greffier de la Chambre des représentants. Un homme qui, dans la démocratie parlementaire belge, joue un rôle majeur.
“Je travaille à la Chambre depuis 1986 et j’ai occupé différentes fonctions, notamment dans les services législatifs. De façon inattendue, en juin 2022, je suis devenu Greffier, car mon prédécesseur est tombé malade”, nous lance Jan Deltour dans son petit bureau austère, sobrement décoré et dont de nombreuses piles de documents trahissent un travail visiblement important.
Malgré une polémique qui a touché le Parlement de Wallonie, le rôle central que jouent les greffiers des différentes assemblées que compte la Belgique reste peu connu du grand public.
“Il y a deux aspects à la fonction, résume Jan Deltour. D’un côté, je suis le premier conseiller de la présidente de la Chambre. Je l’assiste dans presque toutes ses réunions, que ce soit la séance plénière, mais aussi les réunions du Bureau, de la Conférence des présidents ou encore du Comité de gouvernance. L’autre aspect de mon travail, c’est la direction des services de la Chambre et du personnel. Il faut savoir que sans compter les collaborateurs des élus, il y a 650 personnes qui travaillent directement pour le Parlement. Cela va des nettoyeurs jusqu’aux responsables des bâtiments en passant par le personnel en charge de l’informatique, des ressources humaines, la sécurité ou encore les huissiers.”
Les semaines et les journées du greffier sont, assez logiquement, calquées sur le rythme du travail parlementaire. Quand les séances plénières s’éternisent et durent jusqu’aux petites heures de la nuit, le Greffier doit rester présent aux côtés de la présidente.
Ce qui ne signifie pas pour autant qu’il interviendra d’un point de vue politique. “Guider la présidente ? Non, ce n’est pas le verbe adéquat, reprend le Greffier. La présidente peut me demander des conseils et je vérifie qu’il n’y a pas de problème par rapport à l’application du règlement. Il s’agit de vérifier la bonne interprétation des textes. Heureusement, je peux compter sur l’aide d’un greffier adjoint qui est un véritable spécialiste du droit parlementaire.”
En 38 années au Parlement, le Greffier s’est trouvé aux premières loges pour observer les changements qui ont touché la vie politique.  “Quand je suis arrivé, il y avait 212 députés contre 150 aujourd’hui, explique Jan Deltour. Et la Chambre était composée majoritairement d’hommes d’un certain âge. Aujourd’hui, il y a 40 % de femmes et les députés sont plus jeunes. Ce qui a également changé, c’est qu’il y a un nombre plus élevé de questions posées au Gouvernement. À l’époque, il y avait davantage de travail législatif. Enfin, le dernier changement, c’est l’arrivée et l’influence des réseaux sociaux dans le travail parlementaire. Les députés n’hésitent pas à filmer leurs interventions. Certaines sont même conçues pour être diffusées, ensuite, sur les réseaux sociaux.”
Lorsqu’on est le “patron” d’un Parlement, quelle qualité faut-il mettre en avant pour exercer ses fonctions ? “Il faut d’abord toujours rester ouvert vis-à-vis de tous les membres du personnel, de tous les députés et de tous les partis politiques, qu’ils soient de la majorité ou de l’opposition, estime Jan Deltour. Ce n’est pas toujours évident, parce qu’il m’est arrivé de devoir rendre des avis qui ne plaisent pas à certains. Mais je dois toujours garder une neutralité et j’essaie d’être diplomate.”
Huissiers, juristes… Actuellement, la Chambre des représentants recrute. Pourtant, il n’est pas toujours facile d’embaucher. “Cela devient de plus en plus difficile pour certaines fonctions comme l’IT, explique Jan Deltour. Et les horaires posent parfois problème. Nous organisons régulièrement des examens. Mais lorsque l’on recontacte les candidats sélectionnés, ils affirment ne pas être intéressés par un horaire irrégulier comprenant parfois des week-ends et des soirées au travail.”"
https://www.lavenir.net/sports/football/2023/08/02/une-blessure-horrible-et-des-images-effrayantes-marcelo-blesse-involontairement-un-adversaire-et-fond-en-larmes-video-LOLVSBWUVVEITBRJN4Z37B7ER4/,2023-08-02T08:36:09.601Z,Une blessure horrible et des images effrayantes : Marcelo blesse involontairement un adversaire et fond en larmes (vidéo),2023-08-02T08:36:09.601Z,L'Avenir,fr-be,"Les images font froid dans le dos. Et rappelle l’un des moments les plus noirs de notre football avec la blessure de Marcin Wasilewski contre le Standard. Heureusement, le Polonais, touché par Witsel, avait pu rejouer près d’une année plus tard. On souhaite le même sort à Luciano Sanchez.
Lors de la rencontre de Copa Libertadores entre Argentinos Juniors et Fluminense, Marcelo est parti dans une série de dribbles. Il a ensuite voulu protéger son ballon mais a marché sur la cheville d’un adversaire. Sa jambe s'est retrouvée bloquée et s'est disloquée complètement. Les images sont horribles et donnent des frissons. Un contact ultra-violent alors qui laissera des traces. Pour le latéral argentin, les séquelles seront physiques. Pour l’ex-star du Real Madrid, elles seront surtout mentales.
Logiquement expulsé, Marcelo est sorti en larmes, la tête entre ses mains. À la fin de la rencontre, l’international aux 58 sélections a rapidement posté un message sur les réseaux sociaux. “Aujourd’hui, j’ai vécu un moment très difficile sur le terrain. J’ai blessé involontairement un autre joueur. Je te souhaite le meilleur rétablissement possible Luciano Sanchez. Toute la force du monde !”
Depuis février, il avait fait son retour à Fluminense après son aventure en Grèce sous les couleurs de l'Olympiakos. L’ancien meilleur latéral du monde aurait certainement préféré une autre sortie pour la fin de sa carrière."
