,source_url,article_title,article_text,published_date,last_modified_date
0,https://www.lalibre.be/etudiant/vie-etudiante/2023/08/02/sarah-chaari-offre-une-medaille-de-bronze-a-la-belgique-aux-jeux-universitaires-HIKDWWSO5RBGZMWXWJT4FBAE64/,Sarah Chaâri offre une médaille de bronze à la Belgique aux Jeux Universitaires,"En tout, cinq Belges ont fait le déplacement : Sarah Chaâri en taekwondo, Badr Achab en taekwondo ainsi que les escrimeurs Stef De Greef, Mael Prosse et Aube Vandingenen.Sarah Chaâri a décroché la médaille de bronze dans la catégorie des moins de 67 kilos en taekwondo, mardi, aux Jeux Universitaires de Chengdu, en Chine. Il s'agit de la première médaille belge dans cette 31e Universiade d'été.Exemptée de premier tour, Chaâri a battu la Sud-Coréenne Jo Heek-yeong 2-0 (1-0, 1-0) en huitièmes de finale puis la Taïwanaise Lin Chieh-yuen 2-0 (10-0, 8-0) quarts. Elle s'est ensuite inclinée en demi-finales face à la Turque Ikra Kayir 2-0 (18-5, 5-5 et victoire grâce au dernier score). Comme il n'y a pas de match de classement, Chaâri est montée sur la troisième marche du podium avec l'autre demi-finaliste perdante, la Française Khalida Haddad. Kayir a été battue par la Chinoise Song Jie en finale.Fin juin, Chaâri, 18 ans, avait décroché l'or en -62 kilos aux Jeux Européens. Elle était la première Belge à entrer en compétition.Le taekwondoïste Badr Achab n'a pas réussi à se qualifier pour les quarts de finale dans sa catégorie des moins de 74 kg des Jeux Universitaires, mercredi à Chengdu, en Chine.Achab entrait dans la compétition dès le 2e tour, les huitièmes de finale, mais s'y est incliné contre l'Ouzbek Najmiddin Kosimkhojiev, 1-2.En escrime, Aube Vandingenen (épée) et Maël Prossé (sabre) n'ont pas réussi à se qualifier pour le tournoi à élimination directe et ont été éliminés dès les poules. Mercredi, Stef de Greef défendra à son tour les couleurs de la Belgique.",2023-08-02,2023-08-02
1,https://www.lalibre.be/international/europe/2023/08/02/incendie-a-rhodes-la-grece-offre-une-semaine-de-vacances-aux-touristes-affectes-I7V2V473YBFDRKTDTCSOXTF7OY/,Incendie à Rhodes: la Grèce offre une semaine de vacances aux touristes affectés,"""Le gouvernement grec va offrir une semaine de vacances gratuite à Rhodes au printemps ou à l'automne prochains à ceux qui ont dû écourter leurs vacances en raison des incendies"", a affirmé Kyriakos Mitsotakis lors d'un entretien à la chaîne britannique ITV.En pleine canicule, un violent incendie, déclenché le 18 juillet et attisé par des vents forts, a ravagé en dix jours près de 17.770 hectares dans le Sud de cette île très touristique de la mer Égée (Sud-Est), selon l'observatoire européen Copernicus (EMS).Environ 20.000 personnes, surtout des touristes, ont dû être évacuées notamment durant la nuit du 23 juillet, selon Athènes. Les pompiers avaient dans un premier temps évoqué 30.000 évacuations.Le groupe allemand TUI, numéro un mondial du tourisme, et la compagnie britannique Jet2 avaient suspendu leurs vols à destination de Rhodes avant d'acheminer leurs appareils à vide pour évacuer les touristes affectés.Craignant des répercussions sur ce secteur moteur de l'économie du pays, les voyagistes grecs ont récemment lancé sur les réseaux sociaux une campagne intitulée ""Rhodes is safe"" (""Rhodes est une destination sûre"", NDLR) pour inciter les touristes à visiter l'île.""Rhodes est aujourd'hui plus accueillante que jamais, elle est revenue à la normale"", a assuré Kyriakos Mitsotakis sur ITV.La Grèce a traversé fin juillet la plus longue vague de chaleur pour un mois de juillet avec des températures de plus de 40°C dans de nombreux endroits, selon l'Observatoire national d'Athènes.De multiples incendies se sont alors déclarés, notamment sur une autre île très touristique, Corfou (Nord-Ouest) où quelque 2.500 personnes avaient dû être évacuées.",2023-08-02,2023-08-02
2,https://www.lalibre.be/culture/musique/2023/08/01/trop-special-trop-talentueux-un-des-acteurs-les-plus-prometteurs-dhollywood-angus-cloud-est-decede-une-semaine-apres-son-pere-JPKARWVD4NEX7CIVGZXLM3RGAU/,"""Trop spécial, trop talentueux"": un des acteurs les plus prometteurs d’Hollywood, Angus Cloud, est décédé une semaine après son père","Le destin est parfois cruel. A Hollywood, certains comparaient Angus Cloud à James Dean, de par son côté rebelle, son look glamour et ce petit quelque chose d’animal dans ses interprétations. Son destin semblait tracé dans les étoiles, avec un nom destiné à figurer tout en haut des affiches. D’ailleurs, l’an dernier, pour son numéro consacré aux jeunes acteurs les plus prometteurs du 7e art américain, Variety l’avait choisi pour occuper toute la couverture du magazine. Malheureusement, sa filmographie contiendra encore moins de lignes que celle de son idole : il a été retrouvé mort ce mardi 1er août dans son domicile à Oakland. Il n’avait que 25 ans.”C’est le cœur lourd que nous avons dû dire au revoir à un être humain incroyable aujourd’hui, a fait savoir sa famille par communiqué. En tant qu’artiste, ami, frère et fils, Angus était spécial pour nous tous à bien des égards. La semaine dernière, il a enterré son père et a lutté intensément contre cette perte. Notre seul réconfort est de savoir qu’Angus est maintenant réuni avec son papa, qui était son meilleur ami. Angus parlait ouvertement de son combat contre la maladie mentale, et nous espérons que son décès rappellera aux autres qu’ils ne sont pas seuls et qu’ils ne doivent pas lutter seuls en silence. Nous espérons que le monde se souviendra de son humour, de ses rires et de son amour pour les autres.”La série Euphoria, emmenée par Zendaya, dans laquelle il incarne un dealer de drogue, Fezco “Fez” O’Neill, très représentatif d’une certaine jeunesse désenchantée en proie aux stupéfiants et à la violence sexuelle, l’a fait éclater aux yeux du grand public. Tout le monde lui prédisait une brillante carrière. À commencer par le réalisateur Sam Levinson. “Il n’y avait personne comme Angus, a-t-il déclaré. Il était trop spécial, trop talentueux et bien trop jeune pour nous quitter si tôt. Il a également lutté, comme beaucoup d’entre nous, contre l’addiction et la dépression. J’espère qu’il savait combien de cœurs il avait touchés. Je l’aimais. Je l’aimerai toujours. Qu’il repose en paix et que Dieu bénisse sa famille.”Un hommage partagé par Paula Marshall, sa partenaire d’Euphoria : “Il était gentil, gracieux et tellement unique. On ne pouvait pas le quitter des yeux, que ce soit au cinéma ou sur le plateau. Nous avons tous eu la chance d’être les témoins de son travail. Chaque prise de vue était plus que véridique. Mon cœur saigne.”Sur les réseaux sociaux, les réactions sont innombrables. Toutes vont dans le même sens. Hollywood a perdu un de ses talents les plus prometteurs. Et chacun espère que sa disparition mettra en lumière les problèmes de santé mentale, dont on commence seulement à parler dans le sport et qui affectent aussi de nombreuses stars hollywoodiennes, soumises à une pression à laquelle elles n’étaient pas préparées.",2023-08-01,2023-08-01
3,https://www.lalibre.be/etudiant/2023/08/02/charleroi-le-campus-universitaire-et-son-quartier-renove-seront-au-coeur-dune-fete-en-septembre-QOAT7HVCNNFZVF3QYC3QANLEGM/,Charleroi: le campus universitaire et son quartier rénové seront au coeur d'une fête en septembre,"La Ville de Charleroi a prévu différents événements les 8 et 9 septembre prochains pour inaugurer le quartier de la ville-haute remis à neuf après les longs mois de travaux du vaste projet de requalification urbaine baptisé Charleroi DC, pour District Créatif.S’inscrivant dans la programmation 2014-2020 du Fonds européen de développement régional (Feder), ce portefeuille de projets comprend des actions aussi ambitieuses que la revitalisation et la reconfiguration des espaces publics, la création d’un campus universitaire ou encore la rénovation de l’ancien Palais des expositions. Ce sont plus de 140 millions€ qui sont subsidiés par l’Europe.Les 8 et 9 septembre, la Ville de Charleroi inaugurera plus particulièrement le nouveau site du campus universitaire et les nouveaux espaces publics du quartier. Le 8 septembre a notamment été programmé un grand bal étudiant alors que le 9 septembre sont annoncés, entre autres, des concerts et un grand spectacle sons et lumières.",2023-08-02,2023-08-02
4,https://www.lalibre.be/international/europe/2023/08/02/les-images-de-larrivee-du-pape-a-lisbonne-pour-les-jmj-OHC77TOCQ5FMRGGIHEOPUYGCJM/,Les images de l'arrivée du pape à Lisbonne pour les JMJ (PHOTOS),"""Je reviendrai (de ce voyage) rajeuni"", a-t-il déclaré aux quelque 80 journalistes l'accompagnant dans l'avion qui s'est posé à 09H45 (08H45 GMT) à l'aéroport militaire de la capitale portugaise, où devait l'accueillir le président conservateur Marcelo Rebelo de Sousa.Avec 11 discours et une vingtaine de rendez-vous, le programme de ce 42e voyage à l'étranger s'annonce chargé pour le jésuite argentin, deux mois après une lourde opération de l'abdomen.Guerre en Ukraine, écologie, justice sociale: Jorge Bergoglio, dont le style direct et spontané connaît une forte popularité chez les jeunes, devrait aborder des thèmes chers à cette génération, alors que l'Eglise catholique fait face au défi de la sécularisation en Europe.Au total, les organisateurs attendent un million de pèlerins de plus de 200 pays pour cette semaine de rendez-vous festifs, culturels et spirituels qui s'est ouverte mardi par une messe au sommet d'une colline surplombant le centre-ville et l'embouchure du Tage.""Le pape est quelqu'un d'assez humble et charismatique. Nous en sommes très proches car il est latino-américain"", témoigne à l'AFP Leslie Carmichael, une étudiante panaméenne de 20 ans, qui s'est rendue dans ce quartier aux monuments emblématiques pour l'accueillir.Ces derniers jours, la capitale portugaise a été investie par des groupes de pèlerins munis de drapeaux du monde entier, tandis que banderoles et affiches avec le logo jaune, vert et rouge de l'événement parent les rues.Quelque 16.000 membres des forces de l'ordre et des services médicaux sont déployés pour l'occasion, et plusieurs routes et stations de métro seront fermées, un défi pour cette ville de 550.000 habitants qui accueille déjà de nombreux touristes en cette période estivale.A moins de deux mois de l'ouverture d'un rassemblement mondial à Rome destiné à se pencher sur l'avenir de l'Eglise, cet évènement fait aussi office de baromètre sur la position des jeunes catholiques vis-à-vis de l'accueil des LGBT+, du mariage des prêtres ou de la place des femmes. Autant de sujets sur lesquels François a progressivement esquissé des réformes en 10 ans de pontificat.Avant le premier rendez-vous avec les jeunes jeudi, la journée de mercredi sera consacrée aux autorités et au clergé du pays, où 80% des 10 millions d'habitants se définissent comme catholiques.François prononcera son premier discours à la mi-journée devant les autorités et le corps diplomatique au Centre culturel de Belém, puis s'exprimera en fin d'après-midi devant le clergé portugais au monastère des Hiéronymites, célèbre édifice du XVIe siècle au bord du Tage.Quatrième pape à visiter le Portugal, où il s'était déjà rendu en 2017, François pourrait en profiter pour aborder la délicate question de la pédocriminalité dans l'Eglise, six mois après la publication d'un rapport choc par une commission d'experts indépendants.Le document, publié en février à la demande de la conférence des évêques portugais, a révélé l'existence de 4.815 victimes mineures de violences sexuelles dans un contexte religieux depuis 1950, des actes dissimulés par la hiérarchie de l'Eglise de façon ""systémique"".Selon les autorités ecclésiastiques portugaises, le pape doit également rencontrer en privé des victimes d'agressions sexuelles sur mineurs, un rendez-vous ne figure pas à ce stade dans le programme officiel.Samedi, le pape fera une visite éclair au sanctuaire marial de Fatima (centre), avant de revenir à Lisbonne pour participer à une grande veillée dans un parc de la proche banlieue, et y présider la messe finale le lendemain.Initialement prévu en août 2022 mais reporté en raison de la pandémie, cet événement créé en 1986 par Jean Paul II, qui constitue le plus grand rassemblement catholique au monde, s'articule autour de nombreux rendez-vous (concerts, temps d'échange et de prière, conférences, débats...).Après Rio de Janeiro (Brésil, 2013), Cracovie (Pologne, 2016) et Panama (2019), il s'agit des quatrièmes JMJ pour François, dont la santé apparaît de plus en plus fragile. Hospitalisé trois fois depuis 2021, il se déplace désormais en fauteuil roulant ou appuyé sur une canne.",2023-08-02,2023-08-02
5,https://www.lalibre.be/regions/liege/2023/08/02/le-tunnel-de-cointe-sera-ferme-dans-les-deux-sens-durant-sept-nuits-en-aout-B7TA5HCFB5B6FLGCBEQN3VMAPQ/,Le tunnel de Cointe sera fermé dans les deux sens durant sept nuits en août,"Alors que la liaison autoroutière E25-E40/A602 est fermée cet été entre les sorties Avroy et Val Benoît, en direction du Luxembourg, plusieurs nuits de fermeture complémentaire sont annoncées pour ces prochains jours. Durant 7 nuits, dans les deux sens de la circulation, la liaison sera soustraite au trafic entre l’échangeur n°38 “Grosses-Battes/Angleur/Belle-Île” et l’échangeur n°35 “Avroy/Laveu”.”Durant ces nuits, les opérations consisteront principalement à travailler dans les galeries d’air vicié du tunnel de Cointe, ce qui nécessite la fermeture des deux sens de circulation. Cette fermeture de la liaison est mise à profit pour réaliser d’autres interventions dans les autres tunnels”, précise ce mercredi la Sofico, maître d’œuvre.En direction de Bruxelles, la liaison E25-E40/A602 sera fermée de nuit entre l’échangeur n°38 “Grosses-Battes/Angleur/Belle-Ile” et l’échangeur n°35 “Avroy/Laveu”.En direction du Luxembourg, complémentairement à la fermeture du tunnel de Cointe, la liaison devra être fermée de nuit entre l’échangeur n°37 “Val-Benoît/Seraing/Marche” et l’échangeur n°38 “Grosses-Battes/Angleur/Belle Île”.Pendant ces nuits, la liaison sera coupée à la circulation, de 21h45 (fermeture progressive des accès dès 20h30) à 6h (réouverture progressive dès 5h) :Les déviations habituelles seront mises en place via l’A604, itinéraires S1 et S20.",2023-08-02,2023-08-02
6,https://www.lalibre.be/lifestyle/people/2023/08/02/genevieve-de-fontenay-est-decedee-IEV3I64AWNCXTJ3K62F7EZ5LEA/,Geneviève de Fontenay est décédée,"Geneviève de Fontenay, figure historique du concours Miss France avant d'en devenir persona non grata, est décédée à l'âge de 90 ans, a appris mercredi l'AFP auprès de son entourage, confirmant une information de TF1. Mme de Fontenay est décédée dans la nuit de lundi à mardi, ont précisé ces sources à l'AFP. Retirée de la vie publique depuis des années, elle avait été mise en examen en juin dernier pour injures et incitation à la discrimination transphobes.Emblématique ""Miss des Miss"", elle avait claqué la porte du concours pour divergences de vues en 2010. Défendant une image conservatrice de la féminité, elle avait progressivement été ostracisée.En 2002, Endemol, géant européen de la téléréalité, avait racheté la société Miss France. Rapidement, la ""dame au chapeau"" et Endemol étaient entrés ""en conflit éthique"", selon elle, sur l'organisation du concours et de la cérémonie.Elle avait fini par en claquer la porte pour lancer son propre concours dissident Miss Prestige nationale, déclenchant une guerre judiciaire avec Endemol.Née le 30 août 1932 à Longwy (Meurthe-et-Moselle) dans une famille de dix enfants dont elle était l'aînée, Geneviève Mulmann s'est tôt fait remarquer par ses tenues, portant dès l'adolescence des tailleurs chics.Elle rencontre en 1954 le président de la structure Miss France de l'époque, Louis Poirot, dit de Fontenay, de 24 ans son aîné.Élue ""Miss Elégance"" 1957, Geneviève de Fontenay a été un temps mannequin pour Balenciaga.Elle reprendra seule en 1981 la direction du Comité Miss France, après la disparition de Louis de Fontenay.Connue pour ses coups de gueule et ses propos polémiques, elle avait boycotté le centenaire des concours de beauté en France organisé fin 2020 par TF1. Geneviève de Fontenay rejetait la date de 1920 - celle du premier concours de ""la plus belle femme de France"" - et retenait celle de 1928, lorsqu'il fut rebaptisé ""Miss France"".",2023-08-02,2023-08-02
7,https://www.lalibre.be/international/europe/guerre-ukraine-russie/2023/08/01/guerre-en-ukraine-la-pologne-envoie-de-nouvelles-troupes-a-la-frontiere-bielorusse-J3GYOK2P5JB6FGW6NR4T544XYY/,"Guerre en Ukraine : la Pologne envoie de nouvelles troupes à la frontière biélorusse, estimant son espace aérien violé","Le ministère polonais des Affaires étrangères appelle Minsk à expliquer l'incident ""immédiatement et en détails"". Le représentant biélorusse en Pologne a été convoqué. Le ministère de la Défense a prévenu l'Otan de l'incident et a envoyé plus de troupes à la frontière avec, notamment, des hélicoptères de combat.La tension monte entre la Pologne et le Biélorusse depuis que l'armée de mercenaires russes Wagner s'est réfugiée sur le territoire biélorusse à la suite du coup d'État manqué du patron de Wagner, Evgeniy Prigozhin, le mois dernier. Le gouvernement polonais craint que les combattants de Wagner n'envahissent la Pologne en même temps que les migrants illégaux.Le porte-parole du Conseil national de sécurité américain, John Kirby, a indiqué mardi que les États-Unis n'étaient pas au courant de telles menaces à l'encontre de la Pologne ou d'autres États membres de l'Otan. Cette semaine, le président lituanien Gitanas Nauseda a également mis en garde contre ""toutes sortes de provocations"" de la part des mercenaires de Wagner à la frontière de son pays ou de l'autre côté.",2023-08-01,2023-08-01
8,https://www.lalibre.be/sports/football/2023/08/02/notre-coach-notre-joueur-nos-couleurs-et-ensuite-le-standard-secharpe-avec-bruges-sur-les-reseaux-sociaux-LDM4C3G4LFEJDBZL5XGZJ4DLKM/,"""Notre coach, notre joueur, nos couleurs. Et ensuite?"": Le Standard s'écharpe avec Bruges sur les réseaux sociaux","Le Club de Bruges a donc débauché Ronny Deila au Standard et l'a devancé dans le dossier Zinckernagel. Un coup double qui fait mal au Standard.Et surtout à son community manager. En effet, alors que Bruges présentait son deuxième maillot (de couleur rouge) sur les réseaux sociaux, le communiquant du Standard n'a pas pu s'empêcher de lancer une pique en commentaire:""Notre coach, notre joueur, nos couleurs. Et ensuite ?"", a-t-il écrit en commentaire de la photo.Ce à quoi le community manager de Bruges a répondu avec son compte perso: ""Je pensais que c'était votre stagiaire mais je commence à douter de votre post"", a-t-il répondu.Il n'en fallait pas plus pour que les supporters brugeois et liégeois s'emparent du débat et se déclarent la guerre en commentaires.",2023-08-02,2023-08-02
9,https://www.lalibre.be/lifestyle/bons-plans/2023/08/02/partez-en-vacances-lesprit-tranquille-en-economisant-des-frais-supplementaires-avec-cette-camera-de-securite-tapo-D2VLDD6G7VDOTGM6X6DDOXJNCQ/,Partez en vacances l’esprit tranquille en économisant des frais supplémentaires avec cette caméra de sécurité Tapo !,"Les vacances sont synonymes de joie, d’évasion et de souvenirs mémorables. Cependant, elles peuvent également être propices aux intrusions et aux cambriolages lorsque notre domicile reste sans surveillance. Heureusement, nous avons la solution idéale pour vous permettre de partir l’esprit tranquille. La caméra de sécurité Tapo C320WS offre une protection totale et fiable pour votre propriété. Grâce à ses caractéristiques avancées et à son prix avantageux avec 21 % de réduction, vous pouvez désormais profiter de vos vacances en toute sécurité.En cette période de vacances, Amazon propose une promotion exclusive sur la caméra de sécurité Tapo C320WS, permettant aux voyageurs de sécuriser leur maison sans se ruiner. Avec une réduction de 21 %, cette caméra est vendue à 54,99 € au lieu de 69,90. En plus, elle est moins chère qu’ailleurs, puisqu’elle est vendue à 74,99 € sur le site de la Fnac. Cette offre est une occasion en or de la sécurité de votre domicile sans compromis sur la qualité et les fonctionnalités avancées : vous pouvez faire confiance aux plus de 4000 évaluations qui attribuent la note de 4,4/5 à ce produit !La caméra de sécurité Tapo C320WS est parfaite pour garder votre maison en sécurité pendant vos vacances. Elle peut capturer des images nettes, même la nuit, grâce à sa vision nocturne en couleur, vous permettant de surveiller votre propriété 24h/24. Vous n’avez pas à vous soucier du temps qu’il fait puisque cette caméra résiste aux intempéries comme la pluie et la poussière. Avec sa haute définition 2K, vous pouvez voir les détails clairement, et son capteur de lumière sensible assure une vision nocturne améliorée. Vous pouvez également parler en temps réel grâce au microphone et au haut-parleur intégrés. Si vous avez besoin de revoir les enregistrements, rien de plus simple : vous pouvez les stocker sur une carte microSD locale jusqu’à 256 Go.",2023-08-02,2023-08-02
